"celex","date","dateforce","dateendvalid","lbs","lbcelex","lbsuffix","force","datetranspos"
"32018L0736","2018-02-27","2018-06-07","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2019-06-30"
"32019L0175","2018-11-16","2019-02-25","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2020-02-29"
"32018L0738","2018-02-27","2018-06-07","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2019-07-01"
"32019L0176","2018-11-16","2019-02-25","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2020-03-01"
"32018L0737","2018-02-27","2018-06-07","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A5P1PTA)","true","2019-06-30"
"32017L1975","2017-08-07","2017-11-20","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2018-11-21"
"32019L0169","2018-11-16","2019-02-25","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2020-03-01"
"32019L0178","2018-11-16","2019-02-25","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2019-07-22"
"32018L0742","2018-03-01","2018-06-07","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2019-06-30"
"32019L0171","2018-11-16","2019-02-25","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2020-03-01"
"32018L0741","2018-03-01","2018-06-07","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2019-07-01"
"32019L0170","2018-11-16","2019-02-25","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2020-03-01"
"32018L0725","2018-05-16","2018-06-06","9999-12-31","ab7917e6-0d8a-42e4-b4df-0bbd7d927cc1","32009L0048","A46P1PTB)","true","2019-11-17"
"32018L0844","2018-05-30","2018-07-09","9999-12-31","4b87c3ec-0814-4314-afcd-68d9aa912b58","12016E194","P2","true","2020-03-10"
"32018L0957","2018-06-28","2018-07-29","9999-12-31","e620b485-b565-46e8-a8f2-8226492a581d","12016E053","P1","true","2020-07-30"
"32019L1152","2019-06-20","2019-07-31","9999-12-31","13600cfa-c6ea-457d-a494-68bbb9476182","12016E153","P2PTB)","true","2022-08-01"
"32018L0843","2018-05-30","2018-07-09","2027-07-09","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114",NA,"true","2020-01-10"
"32019L0882","2019-04-17","2019-06-27","9999-12-31","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114",NA,"true","2027-06-28"
"32019L0001","2018-12-11","2019-02-03","9999-12-31","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114",NA,"true","2021-02-04"
"32018L0645","2018-04-18","2018-05-22","9999-12-31","779d625d-65ff-4bab-86e0-24b3666d2740","12016E091",NA,"true","2020-05-23"
"32017L2096","2017-11-15","2017-12-06","9999-12-31","02fa83cf-bf28-4afc-8f9f-eb201bd61813","32000L0053","A04P2PTB)","true","2018-06-06"
"32018L0350","2018-03-08","2018-03-29","9999-12-31","303dd4fa-07a8-4d20-86a8-0baaf0518d22","32001L0018","A27","true","2019-09-29"
"32018L1846","2018-11-23","2018-12-16","9999-12-31","c92b5ba4-8647-4bb4-8924-e7bbd440f1fc","32008L0068","A08P1","true","2019-06-30"
"32018L0970","2018-04-18","2018-07-30","9999-12-31","716da0f9-7bd1-11e6-b076-01aa75ed71a1","32016L1629","A31P1","true","2018-10-07"
"32018L0740","2018-03-01","2018-06-07","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2019-07-01"
"32018L2057","2018-12-20","2019-01-16","2022-06-30","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"false",NA
"32018L1713","2018-11-06","2018-12-04","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true",NA
"32019L0944","2019-06-05","2020-01-01","9999-12-31","4b87c3ec-0814-4314-afcd-68d9aa912b58","12016E194","P2","true","2019-12-31"
"32019L0789","2019-04-17","2019-06-06","9999-12-31","e620b485-b565-46e8-a8f2-8226492a581d","12016E053","P1","true","2021-06-07"
"32019L0130","2019-01-16","2019-02-20","9999-12-31","13600cfa-c6ea-457d-a494-68bbb9476182","12016E153","P2PTB)","true","2021-02-20"
"32018L2002","2018-12-11","2018-12-24","2025-10-11","4b87c3ec-0814-4314-afcd-68d9aa912b58","12016E194","P2","true","2020-06-25"
"32018L2001","2018-12-11","2018-12-24","9999-12-31","4b87c3ec-0814-4314-afcd-68d9aa912b58","12016E194","P2","true","2021-06-30"
"32018L0958","2018-06-28","2018-07-29","9999-12-31","e620b485-b565-46e8-a8f2-8226492a581d","12016E053","P1","true","2020-07-30"
"32019L0997","2019-06-18","2019-07-10","9999-12-31","d9d45535-3a6e-4776-bc2d-7ad007d6a207","12016E023","P2","true","1001-01-01"
"32017L2103","2017-11-15","2017-11-22","9999-12-31","0f0fbd5f-3acc-4776-8828-ae073a35bef6","12016E083","P1","true","2018-11-23"
"32019L0983","2019-06-05","2019-07-10","9999-12-31","13600cfa-c6ea-457d-a494-68bbb9476182","12016E153","P1PTA)","true","2021-07-11"
"32017L2399","2017-12-12","2017-12-28","9999-12-31","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114",NA,"true","2018-12-29"
"32019L0879","2019-05-20","2019-06-27","9999-12-31","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114",NA,"true","2020-12-28"
"32019L0770","2019-05-20","2019-06-11","9999-12-31","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114",NA,"true","2021-07-01"
"32017L2102","2017-11-15","2017-12-11","9999-12-31","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114",NA,"true","2019-06-12"
"32018L0912","2018-06-22","2018-07-17","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true","2018-09-01"
"32019L0523","2019-03-21","2019-03-31","2019-12-13","97ebdf59-5b83-4403-a0ad-d0d31b1045c0","32000L0029","A14P2PTD)","false","2019-08-31"
"32018L0217","2018-01-31","2018-03-07","9999-12-31","c92b5ba4-8647-4bb4-8924-e7bbd440f1fc","32008L0068","A08P1","true","2018-07-03"
"32019L0173","2018-11-16","2019-02-25","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2020-03-01"
"32019L0172","2018-11-16","2019-02-25","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2020-03-01"
"32019L0114","2019-01-24","2019-02-14","9999-12-31","1364812d-2692-4cf9-9b03-3d79c9aeb7f1","32002L0055","A07P2PTA)","true","2019-08-31"
"32019L0692","2019-04-17","2019-05-23","2024-08-03","4b87c3ec-0814-4314-afcd-68d9aa912b58","12016E194","P2","false","2020-02-24"
"32019L0520","2019-03-19","2019-04-18","9999-12-31","779d625d-65ff-4bab-86e0-24b3666d2740","12016E091","P1","true","2021-10-19"
"32019L2121","2019-11-27","2020-01-01","9999-12-31","8eff791c-e10a-4bcf-bad3-ebd86607bd47","12016E050","P2","true","2023-01-31"
"32019L0713","2019-04-17","2019-05-30","9999-12-31","0f0fbd5f-3acc-4776-8828-ae073a35bef6","12016E083","P1","true","2021-05-31"
"32019L0475","2019-02-18","2019-04-14","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true","2019-12-31"
"32019L0514","2019-03-14","2019-04-18","9999-12-31","9f2740e9-3452-41e7-90ce-97ef756b0fc0","32009L0043","A13","true","2019-06-30"
"32019L1845","2019-08-08","2019-11-25","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2020-05-01"
"32019L1846","2019-08-08","2019-11-25","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2020-04-30"
"32019L0990","2019-06-17","2019-07-08","9999-12-31","12cf8749-3ccf-4f25-b040-83861526add3","31993L0061","A01","true","2020-06-30"
"32018L1581","2018-10-19","2018-11-11","9999-12-31","b4c7129d-b59e-4679-89ac-1781ef8ac502","32009L0119","A03P4","true","2020-01-01"
"32019L0369","2018-12-13","2019-03-27","9999-12-31","8b7e0184-ce6c-11e7-a5d5-01aa75ed71a1","32017L2103","A03P3","true","2019-09-07"
"32019L2034","2019-11-27","2019-12-25","9999-12-31","e620b485-b565-46e8-a8f2-8226492a581d","12016E053","P1","true","2021-06-26"
"32020L0262","2019-12-19","2023-02-13","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true","2023-02-13"
"32019L1995","2019-11-21","2019-12-22","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true","2021-07-01"
"32019L0069","2019-01-16","2019-02-06","9999-12-31","c4951f94-7c93-44cf-aec8-6cd746bc62fe","31991L0477","A10aP3","true","2020-01-17"
"32019L0068","2019-01-16","2019-02-06","9999-12-31","c4951f94-7c93-44cf-aec8-6cd746bc62fe","31991L0477","A04P2a","true","2020-01-17"
"32019L1922","2019-11-18","2019-12-09","9999-12-31","ab7917e6-0d8a-42e4-b4df-0bbd7d927cc1","32009L0048","A46P1PTB)","true","2021-05-19"
"32019L0782","2019-05-15","2019-06-05","9999-12-31","7999c7a0-ec46-4e57-95e0-1d692de9d9a5","32009L0128","A15P1L2","true","2019-09-05"
"32021L0338","2021-02-16","2020-12-28","9999-12-31","e620b485-b565-46e8-a8f2-8226492a581d","12016E053","P1","true","2022-02-28"
"32019L0790","2019-04-17","2019-06-06","9999-12-31","e620b485-b565-46e8-a8f2-8226492a581d","12016E053","P1","true","2021-06-07"
"32019L1160","2019-06-20","2019-08-01","9999-12-31","e620b485-b565-46e8-a8f2-8226492a581d","12016E053","P1","true","2021-08-02"
"32019L1161","2019-06-20","2019-08-01","9999-12-31","cdbccbd7-06ae-4c9b-9076-57fc645256c2","12016E192","P1","true","2021-08-02"
"32019L1159","2019-06-20","2019-08-01","9999-12-31","a0b28970-773b-4ed1-b8bc-abdb8c91d37a","12016E100","P2","true","2021-08-02"
"32019L0883","2019-04-17","2019-06-27","9999-12-31","a0b28970-773b-4ed1-b8bc-abdb8c91d37a","12016E100","P2","true","2021-06-28"
"32019L1153","2019-06-20","2019-07-31","9999-12-31","665ef759-da1b-4a70-97cb-3547821d3d7d","12016E087","P2","true","2021-08-01"
"32019L0884","2019-04-17","2019-06-27","9999-12-31","8687020c-b558-4b34-ac6a-2aec3da750dd","12016E082","P1L2PTD)","true","2022-06-28"
"32019L1151","2019-06-20","2019-07-31","9999-12-31","8eff791c-e10a-4bcf-bad3-ebd86607bd47","12016E050","P2PTB)","true","2021-08-01"
"32019L1158","2019-06-20","2019-08-01","9999-12-31","13600cfa-c6ea-457d-a494-68bbb9476182","12016E153","P2PTB)","true","2024-08-02"
"32019L0771","2019-05-20","2022-01-01","9999-12-31","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114",NA,"true","2021-07-01"
"32019L1834","2019-10-24","2019-11-20","9999-12-31","902b2a1d-a441-478b-990d-868c804b1b7a","31992L0029","A08","true","2021-11-20"
"32019L1831","2019-10-24","2019-11-20","9999-12-31","188ca3d7-2255-4541-bbc9-1142e9b6b33b","31998L0024","A03P2","true","2021-05-20"
"32019L1813","2019-10-29","2019-11-19","9999-12-31","88c67828-631c-4053-9dc9-bb92a7fa8f9c","32008L0090","A09P1","true","2020-04-01"
"32019L1832","2019-10-24","2019-11-20","9999-12-31","e3fa58c1-6199-479b-89fc-ce27ac7ee5b7","31989L0656","A09","true","2021-11-20"
"32019L1258","2019-07-23","2019-08-13","9999-12-31","49061c4b-4fa4-42b5-86dd-cf592d527e08","32009L0034","A16","true","2020-05-13"
"32019L1833","2019-10-24","2019-11-20","9999-12-31","4e97e2e4-4e7a-4683-abd4-f4ed61e36622","32000L0054","A19","true","2021-11-20"
"32020L0012","2019-08-02","2020-01-30","9999-12-31","7aae2eb1-eac2-11e7-9749-01aa75ed71a1","32017L2397","A17P4","true","2022-01-17"
"32020L0362","2019-12-17","2020-03-06","9999-12-31","02fa83cf-bf28-4afc-8f9f-eb201bd61813","32000L0053","A04P2PTB)","true","2020-04-05"
"32020L0363","2019-12-17","2020-03-06","9999-12-31","02fa83cf-bf28-4afc-8f9f-eb201bd61813","32000L0053","A04P2PTB)","true","2020-04-05"
"32020L0360","2019-12-17","2020-03-25","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2021-03-31"
"32020L0361","2019-12-17","2020-03-25","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2021-04-01"
"32021L0647","2021-01-15","2021-05-10","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2021-11-01"
"32020L0365","2019-12-17","2020-03-25","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2021-03-31"
"32020L0366","2019-12-17","2020-03-25","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2021-03-31"
"32021L0884","2021-03-08","2021-06-22","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2022-07-01"
"32020L0364","2019-12-17","2020-03-25","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2020-08-31"
"32021L0903","2021-06-03","2021-06-24","9999-12-31","ab7917e6-0d8a-42e4-b4df-0bbd7d927cc1","32009L0048","A46P2","true","2022-12-05"
"32019L1929","2019-11-19","2019-12-10","9999-12-31","ab7917e6-0d8a-42e4-b4df-0bbd7d927cc1","32009L0048","A46P2","true","2021-05-21"
"32020L0432","2020-03-23","1001-01-01","9999-12-31","1364812d-2692-4cf9-9b03-3d79c9aeb7f1","32002L0055","A02P2","false","2020-06-30"
"32020L0367","2020-03-04","2020-03-25","9999-12-31","27d1a64e-08f0-4665-a258-96f16c7af072","32002L0049","A12","true","2021-12-31"
"32020L0739","2020-06-03","2020-06-24","9999-12-31","4e97e2e4-4e7a-4683-abd4-f4ed61e36622","32000L0054","A19","true","2020-11-24"
"32021L0555","2021-03-24","2021-04-26","9999-12-31","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114","P1","true",NA
"32020L0700","2020-05-25","2020-05-28","9999-12-31","779d625d-65ff-4bab-86e0-24b3666d2740","12016E091","P1","true",NA
"32020L0876","2020-06-24","2020-06-27","9999-12-31","5e97a6a5-a0f0-44a0-8a7c-42818affb7de","12016E115",NA,"true",NA
"32019L1937","2019-10-23","2019-12-16","9999-12-31","6e4be70e-772a-4cb0-9637-f7d90313c64c","12016E043","P2","true","2023-12-17"
"32019L2177","2019-12-18","2019-12-30","9999-12-31","e620b485-b565-46e8-a8f2-8226492a581d","12016E053","P1","true","2021-06-30"
"32020L1057","2020-07-15","2020-08-01","9999-12-31","779d625d-65ff-4bab-86e0-24b3666d2740","12016E091","P1","true","2022-02-02"
"32019L1936","2019-10-23","2019-12-16","9999-12-31","779d625d-65ff-4bab-86e0-24b3666d2740","12016E091","P1","true","2021-12-17"
"32019L2162","2019-11-27","2020-01-07","9999-12-31","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114",NA,"true","2022-07-08"
"32019L2161","2019-11-27","2020-01-07","9999-12-31","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114",NA,"true","2022-05-28"
"32020L1828","2020-11-25","2020-12-24","9999-12-31","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114",NA,"true","2023-06-25"
"32020L1756","2020-11-20","2020-11-26","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true","2020-12-31"
"32020L0177","2020-02-11","2020-02-16","9999-12-31","7fc42eea-19dd-4763-90ac-2ae9268d818f","31966L0402","A21a","true","2020-05-31"
"32020L1833","2020-10-02","2020-12-24","9999-12-31","c92b5ba4-8647-4bb4-8924-e7bbd440f1fc","32008L0068","A08P1","true","2021-06-30"
"32019L1985","2019-11-28","2019-12-19","9999-12-31","1364812d-2692-4cf9-9b03-3d79c9aeb7f1","32002L0055","A07P2PTB)","true","2020-05-31"
"32020L1504","2020-10-07","2020-11-09","9999-12-31","e620b485-b565-46e8-a8f2-8226492a581d","12016E053","P1","true","2021-11-10"
"32020L2184","2020-12-16","2021-01-12","9999-12-31","781c5974-8c6d-41ca-9b1a-c7e60ae570f4","12016A192","P1","true","2026-01-12"
"32021L1159","2021-07-13","2021-01-01","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true","2021-12-31"
"32019L2235","2019-12-16","2020-01-19","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true","2022-07-01"
"32021L1269","2021-04-21","2021-08-22","9999-12-31","056587cf-f1f8-11e3-8cd4-01aa75ed71a1","32014L0065","A24P13","true","2022-11-22"
"32021L1047","2021-03-05","2021-07-15","9999-12-31","9f2740e9-3452-41e7-90ce-97ef756b0fc0","32009L0043","A13","true","2021-09-30"
"32021L1270","2021-04-21","2021-08-22","9999-12-31","0baaf4bd-450e-4b61-8bfd-6d7bad1f97cf","32009L0065","A14P2","true","2022-07-31"
"32021L1980","2021-08-11","2021-11-15","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2022-04-30"
"32021L1978","2021-08-11","2021-11-15","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2021-07-21"
"32021L1979","2021-08-11","2021-11-15","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2021-07-21"
"32021L1206","2021-04-30","2021-08-11","9999-12-31","e368582c-2e82-11e4-8c3c-01aa75ed71a1","32014L0090","A36","true","2022-01-31"
"32021L2261","2021-12-15","2021-12-21","9999-12-31","e620b485-b565-46e8-a8f2-8226492a581d","12016E053","P1","true","2022-06-30"
"32021L1187","2021-07-07","2021-08-09","9999-12-31","dc307073-e3c8-4f0b-8f95-2cf1737bd56e","12016E172",NA,"true","2023-08-10"
"32020L0285","2020-02-18","2025-01-01","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true","2024-12-31"
"32020L0284","2020-02-18","2020-03-22","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true","2024-01-01"
"32020L0612","2020-05-04","2020-05-25","9999-12-31","466ee020-0598-45b2-8fdd-65aa905668f1","32006L0126","A08","true","2020-11-01"
"32020L1687","2020-09-02","2020-12-03","9999-12-31","c7f905c4-ccb6-4caf-96db-8e38cbad5ad8","32004F0757","A01a","true","2021-06-03"
"32021L0746","2021-05-06","2021-05-27","9999-12-31","1364812d-2692-4cf9-9b03-3d79c9aeb7f1","32002L0055","A07P2PTB)","true","2022-01-01"
"32022L0211","2022-02-16","2022-03-10","9999-12-31","cc91a69a-24f9-49de-af94-d9d2609b9d6e","12016E016","P2","true","2023-03-11"
"32021L0514","2021-03-22","2021-04-14","9999-12-31","5e97a6a5-a0f0-44a0-8a7c-42818affb7de","12016E115",NA,"true","2023-01-01"
"32020L1151","2020-07-29","2020-08-25","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true","2021-12-31"
"32021L0971","2021-06-16","2021-07-07","9999-12-31","7fc42eea-19dd-4763-90ac-2ae9268d818f","31966L0402","A21b","true","2022-08-31"
"32020L2020","2020-12-07","2020-12-12","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true",NA
"32021L0415","2021-03-08","2021-03-29","9999-12-31","7fc42eea-19dd-4763-90ac-2ae9268d818f","31966L0402","A21a","true","2022-02-01"
"32021L1716","2021-06-29","2021-10-17","9999-12-31","ef65b25e-cf66-11e3-b682-01aa75ed71a1","32014L0047","A21","true","2022-09-27"
"32021L0802","2021-03-12","2021-06-09","9999-12-31","c7f905c4-ccb6-4caf-96db-8e38cbad5ad8","32004F0757","A01aP1","true","2021-12-09"
"32020L2088","2020-12-11","2021-01-04","9999-12-31","ab7917e6-0d8a-42e4-b4df-0bbd7d927cc1","32009L0048","A46P1L1PTB)","true","2022-07-04"
"32020L2089","2020-12-11","2021-01-04","9999-12-31","ab7917e6-0d8a-42e4-b4df-0bbd7d927cc1","32009L0048","A46P1L1PTB)","true","2022-07-05"
"32021L1717","2021-07-09","2021-10-17","9999-12-31","b560a38a-cf66-11e3-b682-01aa75ed71a1","32014L0045","A17","true","2022-09-27"
"32021L1233","2021-07-14","2021-07-31","9999-12-31","779d625d-65ff-4bab-86e0-24b3666d2740","12016E091","P1","true","2022-01-17"
"32024L1760","2024-06-13","2024-07-25","9999-12-31","8eff791c-e10a-4bcf-bad3-ebd86607bd47","12016E050","P1","true","2029-07-26"
"32022L0228","2022-02-16","2022-03-13","9999-12-31","cc91a69a-24f9-49de-af94-d9d2609b9d6e","12016E016","P2","true","2023-03-14"
"32022L0905","2022-06-09","2022-06-30","9999-12-31","1364812d-2692-4cf9-9b03-3d79c9aeb7f1","32002L0055","A07P2PTA)","true","2022-12-31"
"32021L1226","2020-12-21","2021-07-29","9999-12-31","27d1a64e-08f0-4665-a258-96f16c7af072","32002L0049","A12","true","2021-12-31"
"32022L0890","2022-06-03","2022-06-11","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true",NA
"32021L1883","2021-10-20","2021-11-17","9999-12-31","1bada26b-ee9a-4bf3-8d99-db3831f7c724","12016E079","P2PTA)","true","2023-11-18"
"32021L2101","2021-11-24","2021-12-21","9999-12-31","8eff791c-e10a-4bcf-bad3-ebd86607bd47","12016E050","P1","true","2023-06-22"
"32021L2167","2021-11-24","2021-12-28","9999-12-31","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114",NA,"true","2023-12-29"
"32021L2118","2021-11-24","2021-12-22","9999-12-31","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114",NA,"true","2023-12-23"
"32021L2171","2021-12-07","2021-12-28","9999-12-31","7fc42eea-19dd-4763-90ac-2ae9268d818f","31966L0402","A21a","true","2022-02-01"
"32021L1927","2021-11-05","2021-11-28","9999-12-31","7fc42eea-19dd-4763-90ac-2ae9268d818f","31966L0402","A21b","true","2022-09-01"
"32022L0362","2022-02-24","2022-03-24","9999-12-31","779d625d-65ff-4bab-86e0-24b3666d2740","12016E091","P1","true","2024-03-25"
"32022L0738","2022-04-06","2022-06-05","9999-12-31","779d625d-65ff-4bab-86e0-24b3666d2740","12016E091","P1","true","2023-08-06"
"32022L0431","2022-03-09","2022-04-05","9999-12-31","13600cfa-c6ea-457d-a494-68bbb9476182","12016E153","P1PTA)","true","2024-04-05"
"32022L0642","2022-04-12","2022-04-20","9999-12-31","d3888e0c-402f-4c03-9a52-950ed36e0aae","12016E114",NA,"true","2022-08-20"
"32022L0542","2022-04-05","2022-04-06","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true","2025-01-01"
"32022L0543","2022-04-05","2022-04-26","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true","1001-01-01"
"32022L2100","2022-06-29","2022-11-23","9999-12-31","797a78a6-cf66-11e3-b682-01aa75ed71a1","32014L0040","A07P12","true","2023-10-23"
"32022L0277","2021-12-13","2022-03-16","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTB)","true","2022-10-01"
"32022L0282","2021-12-13","2022-03-16","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2022-09-30"
"32022L0279","2021-12-13","2022-03-16","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2022-09-30"
