"celex","date_force","force"
"31989R2395","1989-11-01","false"
"31989R2396","1989-11-01","false"
"31989R2402","1989-08-05","false"
"31989R2403","1989-08-25","true"
"31989R2404","1989-08-25","false"
"31989R2405","1989-08-12","false"
"31989R2411","1989-01-01","false"
"31989R2415","1989-08-01","false"
"31989R2418","1989-08-08","false"
"31989R2428","1989-08-08","false"
"31989R2429","1989-08-11","false"
"31989R2432","1989-08-09","false"
"31989R2439","1989-08-09","false"
"31989R2440","1989-10-01","false"
"31989R2441","1989-08-10","false"
"31989R2442","1989-08-09","false"
"31989R2448","1989-08-10","false"
"31989R2449","1989-08-11","false"
"31989R2450","1989-08-11","false"
"31989R2455","1988-11-01","false"
"31989R2459","1989-08-12","false"
"31989R2460","1989-08-14","false"
"31989R2461","1989-08-14","false"
"31989R2462","1989-08-14","false"
"31989R2463","1989-08-14","false"
"31989R2476","1989-08-15","false"
"31989R2484","1989-09-01","false"
"31989R2485","1989-09-01","false"
"31989R2486","1989-08-15","false"
"31989R2487","1989-08-15","false"
"31989R2488","1989-08-15","false"
"31989R2496","1989-08-17","false"
"31989R2497","1989-08-18","false"
"31989R2499","1989-08-18","false"
"31989R2510","1989-08-19","false"
"31989R2511","1989-08-19","false"
"31989R2514","1989-08-18","false"
"31989R2527","1989-08-22","false"
"31989R2530","1989-09-01","false"
"31989R2535","1989-08-23","false"
"31989R2536","1989-08-25","false"
"31989R2537","1989-08-25","false"
"31989R2553","1989-08-27","false"
"31989R2554","1989-08-27","false"
"31989R2555","1989-08-27","false"
"31989R2556","1989-08-27","false"
"31989R2557","1989-08-24","true"
"31989R2570","1989-08-28","false"
"31989R2572","1989-09-01","false"
"31989R2594","1989-08-26","true"
"31989R2600","1989-06-29","false"
"31989R2601","1989-08-30","false"
"31989R2623","1989-09-01","false"
"31989R2624","1989-08-31","false"
"31989R2625","1989-07-01","false"
"31989R2655","1989-09-01","true"
"31989R2656","1989-07-01","false"
"31989R2667","1989-09-03","false"
"31989R2668","1989-01-01","false"
"31989R2669","1989-09-02","false"
"31989R2677","1989-08-19","false"
"31989R2678","1989-08-19","false"
"31989R2681","1989-09-07","false"
"31989R2682","1989-09-06","false"
"31989R2690","1989-09-07","false"
"31989R2691","1989-09-07","false"
"31989R2692","1989-09-10","false"
"31989R2705","1989-09-09","false"
"31989R2706","1989-08-28","false"
"31989R2710","1989-09-11","false"
"31989R2711","1989-09-11","false"
"31989R2712","1989-09-11","true"
"31989R2713","1989-07-01","false"
"31989R2729","1989-01-01","false"
"31989R2730","1989-09-09","false"
"31989R2731","1989-06-15","false"
"31989R2732","1989-09-09","false"
"31989R2733","1989-09-01","false"
"31989R2734","1987-10-01","false"
"31989R2735","1989-09-09","false"
"31989R2736","1989-09-09","false"
"31989R2741","1989-09-15","false"
"31989R2745","1989-09-16","false"
"31989R2746","1989-09-16","false"
"31989R2747","1989-09-16","false"
"31989R2748","1989-09-16","false"
"31989R2749","1989-09-16","false"
"31989R2750","1989-09-13","false"
"31989R2751","1989-09-13","false"
"31989R2752","1989-07-01","false"
"31989R2753","1989-09-16","false"
"31989R2765","1989-09-15","false"
"31989R2778","1988-01-01","false"
"31989R2779","1989-07-05","false"
"31989R2782","1989-09-15","false"
"31989R2792","1989-09-17","false"
"31989R2793","1989-09-19","false"
"31989R2795","1989-09-03","false"
"31989R2804","1989-09-22","false"
"31989R2813","1989-09-21","false"
"31989R2835","1989-09-22","false"
"31989R2836","1989-09-22","false"
"31989R2838","1988-01-01","false"
"31989R2839","1988-01-01","false"
"31989R2840","1988-01-01","true"
"31989R2841","1988-01-01","false"
"31989R2842","1988-01-01","false"
"31989R2843","1988-01-01","false"
"31989R2848","1989-10-01","false"
"31989R2849","1989-09-26","false"
"31989R2850","1989-09-26","false"
"31989R2851","1989-09-26","false"
"31989R2852","1989-09-26","false"
"31989R2853","1989-09-26","false"
"31989R2854","1989-09-26","false"
"31989R2855","1989-09-24","false"
"31989R2856","1989-09-24","false"
"31989R2860","1989-09-24","false"
"31989R2861","1989-09-16","false"
"31989R2869","1989-09-27","false"
"31989R2870","1989-09-27","false"
"31989R2871","1989-09-26","false"
"31989R2883","1989-09-27","false"
"31989R2886","1990-01-01","true"
"31989R2889","1989-09-29","false"
"31989R2895","1989-10-01","false"
"31989R2899","1989-07-01","false"
"31989R2901","1989-04-01","false"
"31989R2902","1989-10-02","false"
"31989R2903","1989-10-02","false"
"31989R2904","1989-09-29","false"
"31989R2905","1990-01-01","false"
"31989R2911","1989-09-30","false"
"31989R2918","1989-09-29","false"
"31989R2946","1989-10-01","false"
"31989R2947","1989-10-01","false"
"31989R2953","1989-10-01","false"
"31989R2954","1989-07-31","false"
"31989R2956","1989-09-30","false"
"31989R2957","1989-09-30","false"
"31989R2963","1989-09-30","false"
"31989R2964","1989-09-30","false"
"31989R2967","1989-01-01","false"
"31989R2971","1989-10-04","false"
"31989R2973","1989-10-04","false"
"31989R2974","1989-10-06","false"
"31989R2975","1989-10-06","false"
"31989R2985","1989-10-05","false"
"31989R2986","1989-10-05","false"
"31989R2987","1989-10-05","false"
"31989R2993","1989-10-09","false"
"31989R2995","1989-10-08","false"
"31989R3007","1989-10-06","false"
"31989R3008","1989-07-31","false"
"31989R3013","1989-10-10","false"
"31989R3014","1990-01-01","false"
"31989R3021","1989-10-08","false"
"31989R3022","1989-10-08","false"
"31989R3033","1989-10-13","false"
"31989R3034","1989-10-13","false"
"31989R3036","1989-10-11","false"
"31989R3037","1989-10-11","false"
"31989R3038","1989-10-01","false"
"31989R3041","1989-10-10","false"
"31989R3042","1989-10-10","false"
"31989R3043","1989-10-18","false"
"31989R3044","1989-11-02","false"
"31989R3047","1989-10-12","false"
"31989R3048","1989-09-01","false"
"31989R3049","1988-07-01","false"
"31989R3052","1989-10-11","false"
"31989R3056","1989-10-13","false"
"31989R3060","1989-10-12","false"
"31989R3061","1989-10-15","false"
"31989R3062","1990-01-01","false"
"31989R3063","1989-10-12","false"
"31989R3074","1989-10-14","false"
"31989R3075","1989-10-13","false"
"31989R3076","1989-07-01","false"
"31989R3077","1989-10-16","false"
"31989R3078","1989-10-13","false"
"31989R3089","1989-10-17","false"
"31989R3090","1989-10-12","false"
"31989R3092","1989-11-01","false"
"31989R3098","1989-10-14","false"
"31989R3102","1989-11-01","false"
"31989R3103","1989-11-01","false"
"31989R3104","1989-12-01","false"
"31989R3105","1989-12-01","false"
"31989R3106","1989-11-15","false"
"31989R3107","1989-10-17","false"
"31989R3108","1989-10-20","false"
"31989R3109","1989-10-20","false"
"31989R3116","1989-10-31","false"
"31989R3117","1989-10-31","false"
"31989R3118","1989-10-31","false"
"31989R3119","1989-10-31","false"
"31989R3120","1989-10-18","false"
"31989R3121","1989-10-20","false"
"31989R3124","1989-11-09","false"
"31989R3125","1989-10-10","false"
"31989R3127","1989-10-22","false"
"31989R3129","1989-10-19","false"
"31989R3152","1989-10-22","false"
"31989R3153","1989-10-22","false"
"31989R3158","1989-10-27","false"
"31989R3159","1989-10-25","false"
"31989R3160","1989-10-25","false"
"31989R3161","1989-10-25","false"
"31989R3162","1989-10-25","false"
"31989R3163","1989-08-01","false"
"31989R3164","1989-08-01","false"
"31989R3165","1989-10-24","false"
"31989R3171","1989-10-27","true"
"31989R3172","1989-09-01","true"
"31989R3173","1990-01-01","false"
"31989R3174","1990-01-01","false"
"31989R3177","1989-10-09","false"
"31989R3178","1989-10-26","false"
"31989R3194","1989-10-27","false"
"31989R3207","1990-01-01","false"
"31989R3208","1989-09-01","false"
"31989R3209","1989-10-30","false"
"31989R3210","1989-10-30","false"
"31989R3211","1990-01-01","false"
"31989R3226","1989-11-03","false"
"31989R3227","1989-11-03","false"
"31989R3228","1989-11-03","false"
"31989R3229","1989-11-03","false"
"31989R3230","1989-11-03","false"
"31989R3231","1989-11-03","false"
"31989R3232","1989-10-29","false"
"31989R3241","1989-10-28","false"
"31989R3242","1989-10-29","false"
"31989R3247","1989-10-28","false"
"31989R3265","1989-11-03","false"
"31989R3266","1989-11-03","false"
"31989R3267","1989-11-03","false"
"31989R3268","1989-11-01","false"
"31989R3269","1989-11-01","false"
"31989R3271","1989-11-03","false"
"31989R3278","1989-10-31","false"
"31989R3279","1989-10-31","false"
"31989R3280","1989-11-01","false"
"31989R3295","1989-11-01","false"
"31989R3296","1989-11-01","false"
"31989R3297","1989-11-01","false"
"31989R3303","1989-09-01","false"
"31989R3310","1990-01-01","false"
"31989R3311","1990-01-01","false"
"31989R3312","1989-11-11","false"
"31989R3317","1989-11-05","false"
"31989R3318","1989-11-05","false"
"31989R3319","1989-11-05","false"
"31989R3320","1989-11-05","false"
"31989R3321","1989-11-04","false"
"31989R3322","1989-10-01","false"
"31989R3323","1989-11-04","false"
"31989R3327","1989-11-04","false"
"31989R3331","1989-11-08","false"
"31989R3332","1989-11-08","false"
"31989R3339","1989-11-11","false"
"31989R3340","1989-11-11","false"
"31989R3341","1989-11-11","false"
"31989R3342","1989-11-11","false"
"31989R3343","1989-11-11","false"
"31989R3344","1989-11-11","false"
"31989R3345","1989-11-11","false"
"31989R3346","1989-11-11","false"
"31989R3347","1989-11-09","false"
"31989R3348","1989-11-09","false"
"31989R3349","1989-07-19","false"
"31989R3354","1989-11-10","false"
"31989R3357","1989-10-21","false"
"31989R3365","1989-11-13","false"
"31989R3369","1989-11-04","false"
"31989R3372","1989-10-01","false"
"31989R3373","1989-11-13","false"
"31989R3375","1989-11-10","false"
"31989R3379","1989-11-18","false"
"31989R3380","1990-01-01","false"
"31989R3381","1989-11-14","false"
"31989R3387","1989-11-11","false"
"31989R3388","1989-11-12","false"
"31989R3389","1989-11-14","false"
"31989R3390","1989-11-11","false"
"31989R3393","1990-01-01","false"
"31989R3394","1990-01-01","false"
"31989R3398","1989-11-15","false"
"31989R3399","1989-11-15","false"
"31989R3400","1989-11-14","false"
"31989R3401","1989-11-15","false"
"31989R3402","1989-10-27","false"
"31989R3403","1989-11-17","false"
"31989R3409","1990-01-01","false"
"31989R3410","1990-01-01","false"
"31989R3411","1990-01-01","false"
"31989R3412","1990-01-01","false"
"31989R3413","1990-01-01","false"
"31989R3424","1990-01-01","false"
"31989R3425","1990-01-01","false"
"31989R3426","1990-01-01","false"
"31989R3427","1986-01-15","false"
"31989R3433","1989-11-05","false"
"31989R3434","1989-11-20","false"
"31989R3437","1989-11-16","false"
"31989R3443","1989-11-19","false"
"31989R3444","1989-11-17","false"
"31989R3445","1990-01-01","false"
"31989R3450","1989-11-07","false"
"31989R3460","1989-11-19","false"
"31989R3461","1989-11-21","false"
"31989R3462","1990-01-03","false"
"31989R3463","1989-03-01","false"
"31989R3465","1989-11-26","false"
"31989R3466","1989-11-26","false"
"31989R3469","1990-01-01","true"
"31989R3470","1990-01-01","false"
"31989R3471","1989-12-12","true"
"31989R3472","1989-11-22","false"
"31989R3474","1989-08-01","false"
"31989R3481","1989-12-13","true"
"31989R3482","1989-12-13","true"
"31989R3483","1989-11-23","false"
"31989R3487","1989-11-23","false"
"31989R3488","1989-11-26","true"
"31989R3489","1989-11-26","false"
"31989R3490","1989-10-12","false"
"31989R3493","1989-11-24","false"
"31989R3494","1989-11-18","false"
"31989R3495","1989-11-24","false"
"31989R3498","1989-11-23","false"
"31989R3505","1989-11-15","false"
"31989R3506","1989-11-27","true"
"31989R3507","1989-11-27","false"
"31989R3508","1989-09-01","false"
"31989R3514","1990-01-01","false"
"31989R3521","1989-11-26","false"
"31989R3524","1989-11-25","false"
"31989R3525","1989-11-25","false"
"31989R3528","1987-09-10","true"
"31989R3529","1989-12-01","false"
"31989R3530","1989-06-02","false"
"31989R3531","1988-01-01","false"
"31989R3534","1989-11-29","false"
"31989R3535","1989-11-29","false"
"31989R3536","1989-11-29","false"
"31989R3537","1989-11-29","false"
"31989R3538","1989-11-28","false"
"31989R3539","1986-01-01","false"
"31989R3540","1989-09-01","false"
"31989R3541","1989-09-01","false"
"31989R3550","1989-11-30","false"
"31989R3551","1989-12-04","false"
"31989R3555","1989-12-01","false"
"31989R3558","1989-11-30","false"
"31989R3559","1989-12-03","false"
"31989R3593","1989-12-02","false"
"31989R3594","1990-02-01","false"
"31989R3595","1990-01-01","false"
"31989R3606","1990-01-01","false"
"31989R3607","1990-01-01","false"
"31989R3608","1990-01-01","false"
"31989R3609","1990-01-01","false"
"31989R3612","1989-12-03","false"
"31989R3613","1989-12-03","false"
"31989R3614","1989-12-03","false"
"31989R3615","1989-12-02","false"
"31989R3616","1989-12-02","false"
"31989R3617","1989-12-02","false"
"31989R3618","1990-01-01","false"
"31989R3619","1989-12-02","false"
"31989R3620","1989-12-02","false"
"31989R3621","1989-12-02","false"
"31989R3624","1989-12-02","false"
"31989R3629","1989-12-08","false"
"31989R3630","1989-12-06","false"
"31989R3631","1989-12-06","false"
"31989R3632","1989-12-06","false"
"31989R3633","1989-12-06","false"
"31989R3634","1990-03-01","false"
"31989R3639","1989-12-07","false"
"31989R3646","1990-01-01","false"
"31989R3647","1990-01-01","false"
"31989R3648","1990-01-01","false"
"31989R3651","1989-12-08","false"
"31989R3652","1989-12-10","false"
"31989R3662","1989-12-09","false"
"31989R3663","1989-12-09","false"
"31989R3664","1989-12-09","false"
"31989R3665","1989-11-23","false"
"31989R3666","1989-11-18","false"
"31989R3667","1989-12-11","false"
"31989R3668","1989-12-11","false"
"31989R3670","1990-02-01","false"
"31989R3671","1990-01-01","false"
"31989R3672","1990-01-01","false"
"31989R3677","1989-12-12","false"
"31989R3684","1989-12-09","false"
"31989R3685","1989-12-09","false"
"31989R3686","1989-11-01","false"
"31989R3687","1989-01-01","false"
"31989R3691","1989-12-15","false"
"31989R3692","1990-04-01","false"
"31989R3693","1990-01-01","false"
"31989R3696","1989-11-30","false"
"31989R3699","1990-01-01","false"
"31989R3702","1990-01-01","false"
"31989R3703","1990-01-01","false"
"31989R3704","1990-01-01","false"
"31989R3705","1990-01-01","false"
"31989R3706","1990-01-01","false"
"31989R3707","1989-07-01","false"
"31989R3708","1989-12-15","false"
"31989R3709","1989-12-13","false"
"31989R3710","1990-01-01","false"
"31989R3714","1989-12-16","false"
"31989R3715","1989-12-14","false"
"31989R3716","1989-12-14","false"
"31989R3717","1989-12-14","false"
"31989R3718","1989-12-14","false"
"31989R3722","1989-12-19","false"
"31989R3723","1989-12-19","false"
"31989R3725","1989-12-19","false"
"31989R3726","1989-12-19","false"
"31989R3728","1989-05-15","true"
"31989R3729","1989-12-15","false"
"31989R3730","1989-11-01","false"
"31989R3733","1989-12-17","false"
"31989R3734","1989-12-17","false"
"31989R3735","1989-12-17","false"
"31989R3736","1989-12-17","false"
"31989R3737","1989-12-17","false"
"31989R3738","1989-12-17","false"
"31989R3739","1989-12-17","false"
"31989R3740","1989-12-17","false"
"31989R3741","1989-12-17","false"
"31989R3743","1990-01-01","false"
"31989R3744","1990-01-01","false"
"31989R3745","1989-12-15","false"
"31989R3746","1989-12-14","false"
"31989R3747","1989-12-14","false"
"31989R3748","1989-12-01","false"
"31989R3754","1990-01-01","false"
"31989R3755","1990-01-01","false"
"31989R3756","1989-07-01","false"
"31989R3757","1990-01-05","false"
"31989R3762","1989-12-02","false"
"31989R3763","1989-12-02","false"
"31989R3764","1989-12-01","false"
"31989R3771","1989-12-18","false"
"31989R3772","1989-11-01","false"
"31989R3773","1989-12-15","false"
"31989R3777","1989-07-01","false"
"31989R3778","1989-12-16","false"
"31989R3786","1989-12-19","true"
"31989R3787","1989-12-18","false"
"31989R3788","1989-12-16","false"
"31989R3789","1989-12-16","false"
"31989R3793","1989-12-16","false"
"31989R3794","1989-12-16","true"
"31989R3799","1989-12-22","false"
"31989R3800","1989-12-20","false"
"31989R3801","1989-12-19","false"
"31989R3808","1989-12-23","false"
"31989R3813","1989-12-23","false"
"31989R3814","1990-01-01","false"
"31989R3815","1990-01-01","false"
"31989R3822","1989-12-22","false"
"31989R3828","1989-12-24","false"
"31989R3829","1989-12-21","false"
"31989R3830","1988-01-01","false"
"31989R3831","1989-07-01","false"
"31989R3832","1989-12-21","false"
"31989R3833","1989-08-03","false"
"31989R3834","1989-12-21","false"
"31989R3835","1989-12-21","false"
"31989R3844","1989-12-23","false"
"31989R3845","1989-12-25","false"
"31989R3846","1990-01-01","false"
"31989R3847","1990-01-01","false"
"31989R3848","1989-10-01","false"
"31989R3849","1990-01-01","false"
"31989R3850","1990-01-01","false"
"31989R3855","1990-01-01","false"
"31989R3856","1990-01-01","false"
"31989R3857","1989-12-22","false"
"31989R3858","1989-12-22","false"
"31989R3859","1989-12-23","false"
"31989R3860","1989-12-23","false"
"31989R3861","1989-12-14","false"
"31989R3862","1989-12-02","false"
"31989R3863","1989-12-23","false"
"31989R3864","1989-12-25","false"
"31989R3879","1989-12-27","false"
"31989R3880","1989-04-01","false"
"31989R3881","1989-04-01","false"
"31989R3882","1989-04-01","false"
"31989R3883","1989-12-27","false"
"31989R3884","1989-12-30","false"
"31989R3885","1990-01-01","false"
"31989R3886","1990-03-01","false"
"31989R3887","1989-12-30","false"
"31989R3888","1990-01-01","false"
"31989R3889","1989-12-27","false"
"31989R3890","1989-12-27","false"
"31989R3891","1989-12-27","false"
"31989R3892","1989-12-27","false"
"31989R3893","1990-01-01","false"
"31989R3894","1989-12-27","false"
"31989R3895","1989-12-27","false"
"31989R3896","1990-01-01","false"
"31989R3897","1990-01-01","false"
"31989R3898","1990-01-01","false"
"31989R3899","1990-01-01","false"
"31989R3900","1989-12-23","false"
"31989R3901","1989-12-26","false"
"31989R3902","1989-12-26","false"
"31989R3903","1989-12-30","false"
"31989R3904","1990-01-01","false"
"31989R3905","1990-01-01","false"
"31989R3906","1989-12-26","false"
"31989R3913","1989-12-23","false"
"31989R3914","1989-12-26","false"
"31989R3915","1990-01-01","false"
"31989R3916","1990-01-01","false"
"31989R3917","1990-01-01","false"
"31989R3918","1990-01-01","false"
"31989R3919","1989-12-23","false"
"31989R3920","1989-12-23","false"
"31989R3921","1989-12-24","false"
"31989R3922","1989-12-24","false"
"31989R3923","1989-12-24","false"
"31989R3924","1989-12-23","false"
"31989R3925","1989-12-23","false"
"31989R3939","1990-01-01","false"
"31989R3944","1989-12-29","false"
"31989R3945","1989-12-29","false"
"31989R3946","1989-12-29","false"
"31989R3947","1989-12-28","false"
"31989R3948","1990-01-01","false"
"31989R3951","1989-12-31","false"
"31989R3952","1989-12-31","false"
"31989R3953","1989-12-31","false"
"31989R3954","1989-12-31","false"
"31989R3955","1989-12-31","false"
"31989R3958","1990-01-01","false"
"31989R3959","1990-01-01","false"
"31989R3960","1990-01-01","false"
"31989R3961","1990-01-01","false"
"31989R3962","1990-01-01","false"
"31989R3963","1990-01-01","false"
"31989R3964","1990-01-01","false"
"31989R3965","1990-01-01","false"
"31989R3966","1989-12-30","false"
"31989R3967","1989-12-30","false"
"31989R3968","1990-01-01","false"
"31989R3969","1989-10-30","false"
"31989R3970","1989-12-30","false"
"31989R3971","1990-01-01","false"
"31989R3972","1990-01-01","false"
"31989R3973","1990-01-01","false"
"31989R3974","1990-01-01","false"
"31989R3980","1990-01-01","false"
"31989R3981","1990-01-01","false"
"31989R3982","1990-01-01","false"
"31989R3983","1990-01-01","false"
"31989R3984","1989-12-30","false"
"31989R3985","1990-01-01","false"
"31989R3986","1988-01-01","false"
"31989R3987","1989-12-29","false"
"31989R3988","1989-12-29","false"
"31989R3989","1989-01-01","false"
"31989R3990","1989-12-29","false"
"31989R3991","1990-01-01","false"
"31989R3992","1989-09-01","false"
"31989R3994","1990-01-01","false"
"31989R3995","1989-12-30","false"
"31989R3996","1989-12-30","false"
"31989R4001","1990-01-01","false"
"31989R4002","1990-01-01","false"
"31989R4003","1989-12-31","false"
"31989R4024","1989-12-30","false"
"31989R4025","1989-12-30","false"
"31989R4026","1990-01-01","false"
"31989R4027","1989-12-31","false"
"31989R4028","1989-12-31","false"
"31989R4029","1989-12-31","false"
"31989R4030","1989-12-30","false"
"31989R4031","1989-12-31","false"
"31989R4032","1990-01-01","false"
"31989R4033","1990-01-01","false"
"31989R4034","1990-01-01","false"
"31989R4040","1990-01-01","false"
"31989R4041","1990-01-01","false"
"31989R4042","1990-01-01","false"
"31989R4043","1990-04-01","false"
"31989R4044","1990-04-01","false"
"31989R4045","1990-01-01","false"
"31989R4046","1990-01-02","false"
"31989R4047","1989-12-30","false"
"31989R4048","1990-01-01","false"
"31989R4049","1990-01-01","false"
"31989R4050","1990-01-01","false"
"31989R4051","1990-01-01","false"
"31989R4052","1990-01-01","false"
"31989R4053","1990-01-01","false"
"31989R4054","1990-01-01","false"
"31989R4055","1990-01-01","false"
"31989R4056","1990-01-02","false"
"31989R4057","1989-12-30","false"
"31989R4058","1990-01-19","true"
"31989R4059","1990-07-01","false"
"31989R4060","1990-07-01","false"
"31989R4061","1990-01-02","false"
"31989R4062","1989-12-31","false"
"31989R4063","1989-12-31","false"
"31989R4064","1990-09-21","false"
"31989S0322","1989-01-01","false"
"31989S0708","1989-03-22","false"
"31989S1056","1988-06-20","false"
"31989S1324","1989-03-22","false"
"31989S1411","1989-05-25","false"
"31989S2031","1989-07-09","false"
"31989S2257","1989-07-27","false"
"31989S3724","1989-12-19","false"
"31989S3727","1989-12-19","false"
"31989S3938","1989-12-29","false"
"31989S3978","1990-01-01","false"
"31989X0168","1989-01-01","false"
"31989X0169","1989-01-01","false"
"31989Y0112(01)","1988-12-21","true"
"31989Y0524(02)","1989-03-30","true"
"31989Y0606(01)","1989-07-01","true"
"31989Y0628(01)","1989-06-19","false"
"31989Y0705(01)","1989-06-21","false"
"31989Y0706(01)","1989-06-20","true"
"31989Y0718(01)","1989-07-01","false"
"31989Y0718(02)","1989-07-13","false"
"31989Y0720(01)","1989-06-21","true"
"31989Y0804(01)","1989-08-02","false"
"31989Y0812(01)","1989-07-28","true"
"31989Y0812(02)","1989-08-07","false"
"31989Y1007(01)","1989-09-26","true"
"31989Y1026(01)","1989-10-16","true"
"31989Y1115(01)","1990-04-01","true"
"31989Y1122(01)","1989-11-09","true"
"31989Y1125(01)","1989-11-14","true"
"31989Y1212(01)","1989-11-30","false"
"31990A0076","1990-02-19","false"
"31990A0202","1990-04-20","true"
"31990A0347","1990-06-27","true"
"31990A0375","1990-07-10","true"
"31990A0389","1990-07-12","true"
"31990A0721","1990-07-21","true"
"31990B0026","1990-01-01","false"
"31990B0027","1990-01-01","false"
"31990B0028","1990-01-01","false"
"31990B0082","1990-01-01","false"
"31990B0463","1990-01-01","false"
"31990B0686","1990-01-01","false"
"31990D0001","1989-12-14","false"
"31990D0002","1989-12-15","false"
"31990D0003","1989-12-18","false"
"31990D0004","1989-12-19","false"
"31990D0005","1989-12-18","false"
"31990D0006","1989-12-18","false"
"31990D0007","1989-12-18","false"
"31990D0008","1989-12-29","false"
"31990D0009","1989-12-19","false"
"31990D0011","1989-12-28","false"
"31990D0012","1989-12-28","false"
"31990D0013","1989-12-29","true"
"31990D0014","1989-12-27","false"
"31990D0015","1989-07-01","false"
"31990D0017","1989-12-27","false"
"31990D0019","1989-12-28","true"
"31990D0020","1989-09-01","false"
"31990D0021","1989-12-01","false"
"31990D0022","1990-01-17","false"
"31990D0023","1989-09-29","true"
"31990D0024","1990-01-12","true"
"31990D0025","1989-12-29","false"
"31990D0029","1990-01-11","false"
"31990D0030","1990-01-11","false"
"31990D0031","1990-01-11","false"
"31990D0032","1990-01-11","false"
"31990D0033","1989-12-29","true"
"31990D0034","1990-01-09","false"
"31990D0036","1990-01-17","false"
"31990D0037","1990-01-29","false"
"31990D0038","1989-12-19","true"
"31990D0041","1990-01-01","false"
"31990D0042","1990-01-22","false"
"31990D0043","1990-01-22","false"
"31990D0045","1989-12-28","true"
"31990D0046","1986-07-28","false"
"31990D0047","1990-02-01","false"
"31990D0048","1990-01-29","false"
"31990D0049","1990-01-26","false"
"31990D0050","1990-01-30","false"
"31990D0051","1990-01-29","false"
"31990D0052","1990-01-18","false"
"31990D0053","1990-01-18","false"
"31990D0055","1990-01-01","false"
"31990D0056","1990-02-02","true"
"31990D0057","1990-02-05","true"
"31990D0058","1990-02-06","false"
"31990D0059","1990-02-07","false"
"31990D0060","1990-02-08","false"
"31990D0061","1990-02-16","false"
"31990D0062","1990-02-12","true"
"31990D0063","1990-02-15","false"
"31990D0064","1990-02-08","false"
"31990D0065","1990-02-08","false"
"31990D0066","1990-02-08","false"
"31990D0067","1990-02-09","true"
"31990D0068","1990-02-01","false"
"31990D0069","1989-12-18","true"
"31990D0070","1990-02-23","true"
"31990D0071","1990-02-12","false"
"31990D0072","1990-02-12","false"
"31990D0073","1990-02-12","false"
"31990D0074","1990-02-12","false"
"31990D0075","1990-02-12","false"
"31990D0077","1990-01-01","false"
"31990D0078","1990-01-01","false"
"31990D0079","1990-02-20","false"
"31990D0083","1990-02-22","false"
"31990D0084","1990-02-26","false"
"31990D0085","1990-03-09","false"
"31990D0086","1990-02-27","false"
"31990D0087","1990-02-27","false"
"31990D0089","1990-03-10","false"
"31990D0090","1990-03-05","false"
"31990D0091","1989-12-29","false"
"31990D0092","1989-12-29","false"
"31990D0093","1989-12-29","false"
"31990D0094","1989-12-29","false"
"31990D0095","1989-12-29","false"
"31990D0096","1989-12-29","false"
"31990D0097","1989-12-29","false"
"31990D0098","1989-12-29","false"
"31990D0099","1990-03-05","false"
"31990D0100","1990-03-05","false"
"31990D0101","1990-02-20","false"
"31990D0102","1990-02-20","false"
"31990D0103","1990-02-20","false"
"31990D0104","1990-02-20","false"
"31990D0105","1990-02-20","false"
"31990D0106","1990-02-20","false"
"31990D0107","1990-02-20","false"
"31990D0108","1990-02-20","false"
"31990D0111","1990-02-22","false"
"31990D0112","1990-02-21","false"
"31990D0114","1990-01-22","false"
"31990D0115","1990-03-17","true"
"31990D0116","1990-03-16","true"
"31990D0117","1990-02-27","true"
"31990D0123","1990-03-08","false"
"31990D0127","1990-03-14","false"
"31990D0129","1990-02-26","false"
"31990D0130","1990-02-26","false"
"31990D0131","1990-02-26","false"
"31990D0132","1990-02-26","false"
"31990D0133","1990-02-26","false"
"31990D0134","1990-03-14","false"
"31990D0135","1990-03-14","false"
"31990D0136","1990-03-12","false"
"31990D0137","1990-03-14","false"
"31990D0138","1990-03-16","false"
"31990D0139","1990-10-08","false"
"31990D0140","1990-03-12","false"
"31990D0141","1990-03-23","true"
"31990D0142","1990-03-12","true"
"31990D0145","1990-03-19","false"
"31990D0146","1990-03-01","false"
"31990D0148","1990-03-22","false"
"31990D0149","1990-04-02","false"
"31990D0150","1990-04-03","false"
"31990D0151","1990-03-20","false"
"31990D0152","1990-03-23","false"
"31990D0153","1990-03-30","false"
"31990D0154","1990-03-26","false"
"31990D0155","1990-03-26","false"
"31990D0156","1990-03-22","false"
"31990D0157","1990-03-21","false"
"31990D0158","1990-03-21","false"
"31990D0160","1990-03-22","true"
"31990D0161","1990-03-30","false"
"31990D0162","1990-03-26","false"
"31990D0163","1990-01-01","true"
"31990D0164","1990-03-29","false"
"31990D0165","1990-03-29","false"
"31990D0166","1990-04-02","false"
"31990D0169","1990-03-29","false"
"31990D0170","1990-04-02","true"
"31990D0171","1990-04-03","false"
"31990D0172","1990-04-02","false"
"31990D0173","1990-03-26","false"
"31990D0174","1989-01-01","false"
"31990D0175","1990-04-01","false"
"31990D0176","1990-03-26","true"
"31990D0177","1989-01-01","true"
"31990D0178","1990-03-26","true"
"31990D0179","1990-03-26","true"
"31990D0180","1990-03-26","true"
"31990D0181","1990-03-26","true"
"31990D0182","1990-03-26","false"
"31990D0183","1990-03-26","true"
"31990D0184","1990-03-26","true"
"31990D0185","1990-03-26","true"
"31990D0186","1988-06-03","false"
"31990D0187","1990-04-20","false"
"31990D0188","1990-04-21","true"
"31990D0189","1990-04-21","true"
"31990D0190","1990-03-29","false"
"31990D0191","1990-03-29","false"
