"celex","date"
"31972R1407","1972-06-27"
"31991R0756","1991-03-28"
"31996R0713","1996-04-19"
"31990R0047","1990-01-11"
"31996R1166","1996-06-26"
"31990R0262","1990-02-01"
"31992R1471","1992-06-04"
"31991R1984","1991-07-06"
"31992R1979","1992-07-17"
"31992R2424","1992-08-21"
"31990R0590","1990-03-09"
"31973R3110","1973-11-19"
"32013R0413","2013-05-06"
"32007R0216","2007-02-28"
"32017R0366","2017-03-01"
"31990R2688","1990-09-20"
"32008R0183","2008-02-28"
"32006R1390","2006-09-21"
"32012R0165","2012-02-24"
"32002R2221","2002-12-13"
"31995R0154","1995-01-30"
"31979R0394","1979-02-28"
"31987R2106","1987-07-17"
"32009R0599","2009-07-07"
"31990R1535","1990-06-08"
"32000R0983","2000-05-11"
"32010R0124","2010-02-11"
"31977R2351","1977-10-28"
"32016R0074","2016-01-22"
"31979R1711","1979-08-04"
"32002R2298","2002-12-20"
"31988R3462","1988-11-09"
"32001R0969","2001-05-17"
"31992R0316","1992-02-11"
"31990R0503","1990-03-01"
"31989R0665","1989-03-16"
"31987R3852","1987-12-21"
"31995R1599","1995-06-30"
"31997R0173","1997-01-30"
"32003R0303","2003-02-17"
"31989R2833","1989-09-22"
"31993R0888","1993-04-15"
"32005R0196","2005-02-03"
"32000R2278","2000-10-13"
"31985R2362","1985-08-21"
"31996R2106","1996-10-31"
"32004R0614","2004-03-30"
"32006R0622","2006-04-20"
"32012R1206","2012-12-14"
"31972R2843","1972-12-19"
"31998R1749","1998-08-06"
"31992R1725","1992-06-30"
"31990R3141","1990-10-31"
"31978R0748","1978-04-14"
"31988R3972","1988-12-20"
"31989R0364","1989-02-13"
"31973R2530","1973-09-19"
"31996R2350","1996-12-10"
"31990R0962","1990-04-18"
"31981R0971","1981-04-10"
"31979R0409","1979-03-01"
"31987R2567","1987-08-27"
"32005R0640","2005-04-27"
"31996R1129","1996-06-24"
"31980R1031","1980-04-23"
"31982R2621","1982-10-01"
"31973R0519","1973-02-23"
"31999R1018","1999-05-17"
"31999R0152","1999-01-22"
"32015R0968","2015-06-22"
"31974R3243","1974-12-24"
"31983R2007","1983-07-18"
"32004R1712","2004-09-30"
"31997R0683","1997-04-17"
"32012R0314","2012-04-12"
"31981R0907","1981-04-03"
"32001R0340","2001-02-20"
"31990R3601","1990-12-13"
"32006R1874","2006-12-18"
"32001R1231","2001-06-22"
"31996R0667","1996-04-12"
"32013R0328","2013-04-08"
"31992R1783","1992-07-02"
"31986R2197","1986-07-12"
"31994R2952","1994-12-05"
"31975R1583","1975-06-25"
"31992R2101","1992-07-24"
"32010R0090","2010-02-01"
"32000R0753","2000-04-12"
"31971R2020","1971-09-21"
"31988R0713","1988-03-19"
"32001R1445","2001-07-16"
"31984R1456","1984-05-26"
"31985R2406","1985-08-27"
"31970R0692","1970-04-17"
"32012R0096","2012-02-06"
"32010R0418","2010-05-12"
"31984R2500","1984-08-31"
"31989R2172","1989-07-20"
"31984R0006","1983-12-29"
"32001R2437","2001-12-13"
"32005R1139","2005-07-15"
"32001R2282","2001-11-23"
"32004R1518","2004-08-26"
"31972R1838","1972-08-26"
"31982R0302","1982-02-09"
"32013R1141","2013-11-12"
"32012R0104","2012-02-07"
"32001R0281","2001-02-09"
"31995R2410","1995-10-12"
"32001R0921","2001-05-10"
"31983R1200","1983-05-19"
"31973R1904","1973-07-17"
"31990R0562","1990-03-07"
"32004R0317","2004-02-23"
"32013R0400","2013-04-30"
"31991R1263","1991-05-15"
"31997R0504","1997-03-19"
"32009R1260","2009-12-18"
"31985R3321","1985-11-27"
"31979R2502","1979-11-15"
"31971R0787","1971-04-16"
"31986R0877","1986-03-26"
"31979R0722","1979-04-11"
"31990R2873","1990-10-05"
"31972R0069","1972-01-13"
"31988R1849","1988-06-30"
"31987R2663","1987-09-01"
"31993R0139","1993-01-28"
"32014R1187","2014-10-02"
"31983R0439","1983-02-25"
"31984R3295","1984-11-23"
"31996R0602","1996-04-03"
"31996R1849","1996-09-25"
"32000R0193","2000-01-27"
"32007R1489","2007-11-29"
"31993R0863","1993-04-14"
"31992R1951","1992-07-13"
"31985R3802","1985-12-20"
"31986R3842","1986-12-01"
"32006R1896","2006-12-12"
"32016R0400","2016-03-09"
"32013R0733","2013-07-22"
"32002R1840","2002-09-30"
"31993R3344","1993-12-02"
"31994R1017","1994-04-26"
"31997R2309","1997-11-17"
"32005R1900","2005-11-21"
"32014R0657","2014-05-15"
"32000R1262","2000-06-08"
"31996R0512","1996-03-25"
"32000R0963","2000-05-05"
"32011R1368","2011-12-21"
"31997R2123","1997-10-29"
"31988R2556","1988-08-17"
"31978R2090","1978-09-02"
"31984R0575","1984-03-06"
"31982R1902","1982-07-13"
"31987R1018","1987-04-09"
"31974R1030","1974-04-29"
"31995R1786","1995-07-24"
"31968R0821","1968-06-28"
"31981R1045","1981-04-16"
"32010R0184","2010-03-03"
"31983R3507","1983-12-14"
"32000R1812","2000-08-24"
"31996R0179","1996-01-31"
"31975R2499","1975-09-30"
"31987R0402","1987-02-09"
"31993R2273","1993-07-28"
"31989R2943","1989-09-30"
"31973R3465","1973-12-17"
"31977R0699","1977-04-01"
"32001R0749","2001-04-18"
"32012R0922","2012-10-08"
"31994R1576","1994-07-01"
"32012R0075","2012-01-30"
"32002R0082","2002-01-17"
"32012R0340","2012-04-19"
"31994R0699","1994-03-29"
"31989R0221","1989-01-28"
"32004R0750","2004-04-22"
"31985R2772","1985-10-01"
"31993R2365","1993-08-25"
"31978R3162","1978-12-29"
"32015R1604","2015-06-12"
"31989R0953","1989-04-14"
"31997R2185","1997-11-03"
"31985R1211","1985-05-07"
"31987R1293","1987-05-09"
"32013R0857","2013-09-04"
"31996R0178","1996-01-31"
"31999R0347","1999-02-17"
"32005R2041","2005-12-14"
"31991R3686","1991-12-18"
"31981R2107","1981-07-25"
"32005R0998","2005-06-29"
"31967R0393","1967-08-01"
"31994R3026","1994-12-13"
"31988R1226","1988-05-05"
"31985R1869","1985-07-05"
"32015R1370","2015-08-07"
"31976R1236","1976-05-27"
"31974R2169","1974-08-14"
"32016R0127","2015-09-25"
"32011R0529","2011-05-30"
"32007R0364","2007-03-30"
"31993R1415","1993-06-10"
"31989R0350","1989-02-13"
"31988R2006","1988-07-08"
"32008R0825","2008-08-20"
"31990R0792","1990-03-31"
"31974R2545","1974-10-04"
"31972R2171","1972-10-12"
"32017R0480","2017-03-20"
"31992R2879","1992-10-02"
"31998R0248","1998-01-30"
"31996R0631","1996-04-10"
"31975R0664","1975-03-04"
"32005R1336","2005-08-12"
"31993R2275","1993-08-14"
"31986R0583","1986-02-28"
"31997R0787","1997-04-30"
"31970R0117","1970-01-23"
"31992R1042","1992-04-28"
"32001R1710","2001-08-30"
"31990R2485","1990-08-30"
"31992R0291","1992-02-06"
"32016R0606","2016-04-19"
"31993R0301","1993-02-11"
"31988R2862","1988-09-17"
"32017R0489","2017-03-21"
"31985R1836","1985-07-02"
"32012R0008","2012-01-06"
"32007R1130","2007-09-28"
"31975R1348","1975-05-26"
"31995R2412","1995-10-12"
"32014R0932","2014-08-29"
"32000R2785","2000-12-19"
"31998R0089","1998-01-14"
"32015R1365","2015-04-30"
"31973R0430","1973-02-17"
"31999R1820","1999-08-19"
"31972R1952","1972-09-13"
"31995R2010","1995-08-18"
"31996R1433","1996-07-23"
"32003R0019","2003-01-06"
"31977R1800","1977-07-29"
"32006R1494","2006-10-10"
"32012R0211","2012-03-12"
"31989R3567","1989-11-30"
"31992R3775","1992-12-23"
"32011R0887","2011-09-05"
"32005R1996","2005-12-07"
"31973R1961","1973-07-23"
"32014R0807","2014-03-11"
"32015R0097","2014-10-17"
"32014R0458","2014-04-29"
"31979R0531","1979-03-22"
"31977R1775","1977-07-28"
"31975R2773","1975-10-29"
"31973R1753","1973-06-29"
"31990R3770","1990-12-22"
"32014R1287","2014-11-28"
"32001R2106","2001-10-26"
"32005R0187","2005-02-02"
"32002R1201","2002-07-03"
"31998R2090","1998-09-30"
"31982R1283","1982-05-17"
"32004R1870","2004-10-28"
"31985R0903","1985-04-02"
"31983R0315","1983-01-24"
"32002R1645","2002-09-16"
"32016R0130","2016-02-01"
"31973R3152","1973-11-22"
"31998R1618","1998-07-24"
"31993R3649","1993-12-31"
"31997R1009","1997-06-04"
"32000R1664","2000-07-27"
"31989R2380","1989-08-02"
"31982R3331","1982-12-03"
"31979R1004","1979-05-21"
"31991R2164","1991-07-23"
"31999R1707","1999-07-30"
"31975R1776","1975-07-11"
"31996R2435","1996-12-19"
"31990R0783","1990-03-30"
"31977R2271","1977-10-14"
"32012R0696","2012-07-25"
"32004R1225","2004-07-01"
"31997R1834","1997-09-24"
"31982R0639","1982-03-20"
"31985R0061","1985-01-09"
"31972R0732","1972-04-12"
"31990R2956","1990-10-13"
"31990R2689","1990-09-19"
"31964R0115","1964-07-30"
"31980R3531","1980-12-22"
"31988R1466","1988-05-28"
"31976R0537","1976-03-12"
"32016R0782","2016-05-19"
"31973R1994","1973-07-24"
"32003R1170","2003-06-30"
"32015R2016","2015-11-11"
"32004R0279","2004-02-17"
"31986R0457","1986-02-25"
"31975R3080","1975-11-28"
"31984R1590","1984-06-07"
"32016R1996","2016-11-15"
"31995R0217","1995-02-02"
"32014R1000","2014-09-23"
"32000R1104","2000-05-25"
"31973R1160","1973-05-04"
"32017R1094","2017-06-20"
"32009R1262","2009-12-18"
"31987R2540","1987-08-25"
"31969R2073","1969-10-22"
"31994R0496","1994-03-05"
"31996R1552","1996-08-01"
"32013R1326","2013-12-09"
"31990R1356","1990-05-14"
"31997R0908","1997-05-20"
"31988R1114","1988-04-25"
"32000R1655","2000-07-17"
"31988R2243","1988-07-19"
"32008R0451","2008-04-23"
"31984R1752","1984-06-19"
"31997R1013","1997-06-02"
"31987R1892","1987-07-02"
"32012R1232","2012-12-17"
"31986R1581","1986-05-23"
"31994R3260","1994-12-22"
"31987R3146","1987-10-19"
"31989R1577","1989-06-05"
"31990R3230","1990-11-05"
"32004R0377","2004-02-19"
"31991R2381","1991-07-29"
"31997R1144","1997-06-24"
"31990R2550","1990-09-04"
"31978R2622","1978-11-09"
"32014R1125","2014-09-19"
"31972R1821","1972-08-24"
"31970R1917","1970-09-25"
"32012R0207","2012-03-09"
"32000R0411","2000-02-24"
"31997R1807","1997-09-18"
"32002R1687","2002-09-25"
"31984R3568","1984-12-20"
"31972R0546","1972-03-17"
"32007R0051","2007-01-23"
"32000R0260","2000-02-02"
"31989R2507","1989-08-21"
"31970R1119","1970-06-16"
"31979R1504","1979-07-19"
"31998R2735","1998-12-17"
"31988R3966","1988-12-21"
"31984R2567","1984-09-08"
"31989R1557","1989-06-06"
"31990R1185","1990-05-07"
"31977R1175","1977-06-03"
"32014R1137","2014-10-27"
"31995R2986","1995-12-21"
"31983R1944","1983-07-18"
"32002R1412","2002-07-29"
"31989R2051","1989-07-10"
"31998R2687","1998-12-11"
"32000R0556","2000-03-15"
"31964R0045","1964-04-28"
"31977R1983","1977-09-02"
"32001R0560","2001-03-22"
"31999R1283","1999-06-18"
"31988R0909","1988-03-28"
"31973R0447","1973-02-20"
"31982R0895","1982-04-21"
"32001R1285","2001-06-28"
"31995R1182","1995-05-24"
"31998R0279","1998-02-03"
"32011R0853","2011-08-24"
"31983R0004","1983-01-05"
"32004R0708","2004-04-16"
"32006R1356","2006-09-13"
"31982R0354","1982-02-17"
"32010R0499","2010-06-09"
"31988R0400","1988-02-15"
"31982R3005","1982-11-08"
"31995R2929","1995-12-18"
"32004R1515","2004-08-26"
"31969R0666","1969-04-11"
"31973R0432","1973-02-17"
"31994R0572","1994-03-16"
"32015R0082","2015-01-21"
"32010R0036","2009-12-03"
"31981R3358","1981-11-25"
"31974R1977","1974-07-27"
"32014R0403","2014-04-22"
"32015R1104","2015-07-08"
"32000R0527","2000-03-10"
"32013R0171","2013-02-26"
"31987R2273","1987-06-15"
"31991R1340","1991-05-27"
"32001R1815","2001-09-14"
"31972R2335","1972-10-31"
"31995R2996","1995-12-19"
"31978R0445","1978-03-03"
"31978R0322","1978-02-17"
"31999R0709","1999-03-31"
"32000R1344","2000-06-26"
"32012R0778","2012-08-27"
"31971R1312","1971-06-21"
"31985R1109","1985-05-01"
"32005R0751","2005-05-17"
"32010R0339","2010-04-22"
"31997R1861","1997-09-25"
"31972R1055","1972-05-18"
"32005R0279","2005-02-18"
"31994R1524","1994-06-30"
"32002R1891","2002-10-23"
"31999R1611","1999-07-22"
"31992R1331","1992-05-26"
"31997R0978","1997-05-30"
"31980R0332","1980-02-13"
"32010R0243","2010-03-23"
"31983R0256","1983-02-01"
"31984R2018","1984-07-13"
"31996R0535","1996-03-27"
"32001R1016","2001-05-23"
"32015R0797","2015-05-21"
"31979R1232","1979-06-22"
"32004R1556","2004-09-01"
"31995R1330","1995-06-12"
"32014R1296","2014-12-04"
"31991R1954","1991-07-04"
"31992R0701","1992-03-21"
"32010R0238","2010-03-22"
"32004R2192","2004-12-20"
"32001R2372","2001-12-04"
"31999R0186","1999-01-27"
"31999R1025","1999-05-18"
"31974R0547","1974-03-07"
"32014R0948","2014-09-04"
"31976R2544","1976-10-21"
"31977R0114","1977-01-18"
"31988R1286","1988-05-10"
"32005R0947","2005-06-22"
"32015R0128","2015-01-27"
"31975R1029","1975-04-22"
"31980R3355","1980-12-23"
"31979R0311","1979-02-20"
"31974R0734","1974-03-30"
"31981R2563","1981-09-03"
"31989R3152","1989-10-20"
"32006R1002","2006-06-30"
"31988R0734","1988-03-19"
"31977R1033","1977-05-17"
"31970R0079","1970-01-17"
"31986R0401","1986-02-21"
"31995R2414","1995-10-13"
"31968R1318","1968-08-31"
"31992R2920","1992-10-08"
"31972R0228","1972-01-31"
"31981R3017","1981-10-19"
"31971R0578","1971-03-18"
"31972R1453","1972-07-08"
"32014R0202","2014-03-03"
"32004R2113","2004-12-10"
"32016R0823","2016-05-25"
"32014R1169","2014-10-31"
"31985R0375","1985-02-14"
"31987R3708","1987-12-12"
"31989R2663","1989-09-01"
"32000R0365","2000-02-17"
"31993R2011","1993-07-24"
"32001R1058","2001-05-31"
"31997R2333","1997-11-25"
"32015R0175","2015-02-05"
"31995R2885","1995-12-14"
"32005R1171","2005-07-19"
"32004R2131","2004-12-14"
"32015R1556","2015-06-11"
"31988R3556","1988-11-14"
"31989R0865","1989-04-05"
"32011R0072","2011-01-28"
"31992R3807","1992-12-23"
"31976R2587","1976-10-26"
"32012R0699","2012-07-30"
"31989R0721","1989-03-22"
"31991R1558","1991-06-07"
"31981R0383","1981-02-13"
"31997R0243","1997-02-10"
"31986R2043","1986-06-30"
"31979R0699","1979-04-06"
"32012R0495","2012-06-11"
"31984R3394","1984-12-04"
"32017R0093","2017-01-10"
"31977R1557","1977-07-12"
"31995R0827","1995-04-12"
"31980R1525","1980-06-18"
"31988R1063","1988-04-23"
"32002R2307","2002-12-20"
"31988R3153","1988-10-14"
"31975R2907","1975-11-07"
"31979R0133","1979-01-26"
"32000R1732","2000-03-03"
"31979R0929","1979-05-08"
"32013R0141","2013-02-19"
"32014R1359","2014-12-18"
"32007R0148","2007-02-15"
"32001R0918","2001-05-10"
"31997R0833","1997-05-07"
"31979R2770","1979-12-10"
"32013R1284","2013-12-10"
"32002R1882","2002-10-22"
"32004R1808","2004-10-18"
"31996R1993","1996-10-17"
"31998R1505","1998-07-14"
"31973R3249","1973-12-01"
"31984R2912","1984-10-18"
"31988R4278","1988-12-21"
"31987R4070","1987-12-22"
"32002R1515","2002-08-19"
"31994R2686","1994-10-31"
"31995R2535","1995-10-24"
"32007R1261","2007-10-09"
"31990R1358","1990-05-14"
"32007R1446","2007-11-22"
"32000R2313","2000-10-17"
"31990R1355","1990-05-14"
"32007R0716","2007-06-20"
"31986R2277","1986-07-07"
"31998R1154","1998-05-25"
"31995R1172","1995-05-22"
"32004R1294","2004-07-12"
"31985R1491","1985-05-23"
"31995R3095","1995-12-22"
"31990R2698","1990-09-17"
"31996R0245","1996-01-29"
"31994R3221","1994-12-21"
"31994R0977","1994-04-30"
"32011R0885","2011-09-05"
"31990R3466","1990-12-01"
"31999R0714","1999-03-31"
"31987R2049","1987-07-11"
"31976R2893","1976-11-30"
"31996R2147","1996-11-08"
"31974R1410","1974-06-04"
"31983R3288","1983-11-18"
"31978R1651","1978-07-14"
"31990R2602","1990-09-07"
"31993R1956","1993-07-19"
"31982R0372","1982-02-15"
"31985R0861","1985-03-30"
"31989R3430","1989-11-16"
"31973R0552","1973-02-21"
"31976R2163","1976-09-03"
"31996R0350","1996-02-28"
"32013R0499","2013-05-30"
"31999R1004","1999-05-12"
"31968R1427","1968-09-14"
"32003R1020","2003-06-13"
"31969R1206","1969-06-26"
"31987R0342","1987-02-05"
"31983R1928","1983-07-13"
"31994R0636","1994-03-22"
"32012R0082","2012-01-31"
"31984R1921","1984-07-04"
"31991R2227","1991-07-26"
"31995R0024","1995-01-05"
"31988R3897","1988-12-15"
"31988R2637","1988-08-26"
"31984R2470","1984-08-29"
"31979R2448","1979-11-08"
"31993R0960","1993-04-24"
"32001R1401","2001-07-10"
"32008R1147","2008-10-31"
"31969R0548","1969-03-26"
"31972R0215","1972-02-01"
"32012R0053","2012-01-20"
"31977R1768","1977-07-25"
"31976R2350","1976-09-30"
"32000R0824","2000-04-19"
"31995R0398","1995-02-24"
"31991R2178","1991-07-24"
"32011R1266","2011-12-06"
"32013R0331","2013-04-10"
"31991R0051","1991-01-10"
"31995R0346","1995-02-21"
"31996R0066","1996-01-17"
"32002R1565","2002-08-30"
"31983R0555","1983-03-11"
"31987R1147","1987-04-28"
"31999R1931","1999-09-09"
"32002R1100","2002-06-24"
"31996R2038","1996-10-24"
"31982R3397","1982-12-17"
"31983R3008","1983-10-29"
"31993R1443","1993-06-10"
"32005R1935","2005-11-24"
"31983R1210","1983-05-17"
"31970R1912","1970-09-24"
"32011R0925","2011-09-15"
"32012R0344","2012-04-19"
"31969R2454","1969-12-11"
"32003R1563","2003-09-04"
"31996R1987","1996-10-16"
"31973R1291","1973-05-17"
"31989R1394","1989-05-23"
"31970R2020","1970-10-09"
"32007R0283","2007-03-16"
"31994R1322","1994-06-09"
"31970R0618","1970-04-03"
"31988R0025","1987-12-28"
"31984R0961","1984-04-10"
"31978R2976","1978-12-15"
"31980R1563","1980-06-23"
"32014R0064","2014-01-24"
"31985R2566","1985-09-12"
"31991R1949","1991-07-02"
"31981R0646","1981-03-12"
"31979R2560","1979-10-30"
"31984R3417","1984-12-06"
"31976R1709","1976-07-16"
"32010R0801","2010-09-13"
"31992R1846","1992-07-07"
"31979R0137","1978-12-19"
"31995R2084","1995-08-31"
"31999R2164","1999-10-12"
"31991R0475","1991-03-01"
"31984R0231","1984-01-28"
"31989R0742","1989-03-23"
"31996R0329","1996-02-23"
"31977R1657","1977-07-23"
"31991R0849","1991-04-06"
"32013R1146","2013-11-05"
"31990R1304","1990-05-19"
"31987R2229","1987-07-28"
"31973R1052","1973-04-17"
"32001R2374","2001-12-04"
"31983R2097","1983-07-26"
"32002R0678","2002-04-19"
"31980R0240","1980-02-01"
"31984R0303","1984-02-02"
"31989R3764","1989-12-13"
"32017R0231","2017-02-09"
"31991R1533","1991-06-10"
"31978R0958","1978-05-12"
"31998R2031","1998-09-24"
"31985R1157","1985-05-04"
"32005R0331","2005-02-25"
"31972R2252","1972-10-26"
"31990R3161","1990-11-01"
"32009R0458","2009-06-04"
"31996R2167","1996-11-12"
"31994R2172","1994-09-06"
"31989R0306","1989-02-07"
"31993R0812","1993-04-03"
"32004R0433","2004-03-09"
"31992R2607","1992-09-08"
"31977R1026","1977-05-17"
"32011R1309","2011-12-14"
"31973R1891","1973-07-14"
"32013R0545","2013-06-14"
"32006R0392","2006-03-06"
"32003R0550","2003-03-27"
"31994R0822","1994-04-13"
"32008R0422","2008-05-14"
"31982R3249","1982-12-02"
"32005R1471","2005-09-09"
"32013R0891","2013-09-16"
"32009R0287","2009-04-07"
"31981R0925","1981-04-06"
"31996R1555","1996-07-30"
"31987R1520","1987-06-02"
"31995R2009","1995-08-18"
"31992R1040","1992-04-28"
"31991R0737","1991-03-19"
"32002R0459","2002-03-14"
"32003R0622","2003-04-04"
"32000R2520","2000-11-16"
"31970R2163","1970-10-27"
"31994R0035","1994-01-07"
"32001R0869","2001-05-03"
"31977R1884","1977-08-19"
"32002R1830","2002-10-14"
"31985R2516","1985-09-06"
"32006R0865","2006-05-04"
"32008R0100","2008-02-04"
"32014R1289","2014-12-03"
"31987R1586","1987-06-06"
"31978R2231","1978-09-27"
"31974R2954","1974-11-22"
"31977R2648","1977-12-01"
"31997R1907","1997-09-30"
"32006R0696","2006-05-05"
"32003R2114","2003-12-01"
"32000R1917","2000-09-07"
"32003R0386","2003-02-28"
"32004R1451","2004-08-13"
"31998R0069","1998-01-09"
"31980R2565","1980-10-08"
"31972R0661","1972-03-29"
"32004R1374","2004-07-29"
"31977R1156","1977-05-17"
"31984R2212","1984-07-30"
"31973R1721","1973-06-28"
"32007R1412","2007-11-30"
"31995R2062","1995-08-29"
"32006R1760","2006-11-28"
"31987R3650","1987-12-03"
"31997R0552","1997-03-24"
"31991R2157","1991-07-15"
"32006R1923","2006-12-18"
"32006R1692","2006-10-24"
"31990R0737","1990-03-22"
"32007R0681","2007-06-13"
"32009R0091","2009-01-26"
"31994R3281","1994-12-19"
"31992R2411","1992-07-23"
"32002R2094","2002-11-26"
"31999R2742","1999-12-17"
"31988R2053","1988-06-24"
"31990R3831","1990-12-20"
"32017R1370","2017-07-04"
"32002R1748","2002-09-30"
"31984R2305","1984-08-06"
"31998R0411","1998-02-16"
"32000R0656","2000-03-27"
"31996R1256","1996-06-20"
"31998R0975","1998-05-03"
"31985R0435","1985-02-18"
"31999R2228","1999-10-20"
"31993R0066","1993-01-16"
"31988R3141","1988-10-13"
"31995R1586","1995-06-30"
"31972R1959","1972-09-14"
"31988R0637","1988-03-10"
"31998R0102","1998-01-14"
"31974R0474","1974-02-26"
"31986R0017","1986-01-07"
"32005R0876","2005-06-09"
"31988R1050","1988-04-21"
"31990R0489","1990-02-28"
"31980R0707","1980-03-27"
"32013R0586","2013-06-20"
"32002R0541","2002-03-26"
"31983R3401","1983-12-01"
"31992R2687","1992-09-17"
"31999R2461","1999-11-19"
"31972R2840","1972-12-19"
"31998R2349","1998-10-30"
"32002R1998","2002-11-08"
"32003R0950","2003-05-28"
"31995R0784","1995-04-05"
"31992R0541","1992-03-03"
"31975R1627","1975-06-26"
"31994R2218","1994-09-13"
"32002R0636","2002-04-12"
"31989R1261","1989-05-09"
"31991R1824","1991-06-27"
"31973R1539","1973-06-09"
"31990R1044","1990-04-27"
"31988R3299","1988-10-27"
"32016R0664","2016-04-26"
"31987R1428","1987-05-26"
"31976R1592","1976-06-29"
"32003R0322","2003-02-20"
"31983R2524","1983-09-09"
"31995R2310","1995-09-29"
"31989R2646","1989-09-01"
"31977R0029","1977-01-08"
"31983R1955","1983-07-15"
"31990R2998","1990-10-18"
"32000R1013","2000-05-15"
"31976R2828","1976-11-24"
"31987R3087","1987-10-16"
"31975R1879","1975-07-24"
"32016R2054","2016-11-22"
"32014R0146","2014-02-14"
"31996R2391","1996-12-16"
"31977R2336","1977-10-26"
"32011R0697","2011-07-19"
"32002R0119","2002-01-23"
"31988R2639","1988-08-26"
"31992R0573","1992-03-07"
"32000R2423","2000-10-31"
"31973R3521","1973-12-29"
"31970R2672","1970-12-31"
"31991R2270","1991-07-29"
"31967R0368","1967-07-25"
"32005R1054","2005-07-05"
"31995R2346","1995-10-04"
"31993R2642","1993-09-27"
"31992R0733","1992-03-26"
"31975R2375","1975-09-18"
"31971R1065","1971-05-27"
"32012R1137","2012-11-30"
"31974R0564","1974-03-09"
"31975R1445","1975-06-05"
"31991R1522","1991-06-06"
"32014R0039","2014-01-16"
"31988R3149","1988-10-13"
"31974R0442","1974-02-21"
"32008R0253","2008-03-18"
"32000R1976","2000-09-19"
"31995R2578","1995-10-31"
"31995R1442","1995-06-26"
"32005R0105","2004-11-17"
"31993R1934","1993-07-08"
"31999R0468","1999-03-03"
"32002R2391","2002-12-30"
"31993R0441","1993-02-27"
"32010R1139","2010-12-07"
"32004R2062","2004-11-30"
"31976R0686","1976-03-27"
"32000R1407","2000-06-30"
"32007R1569","2007-12-21"
"31987R0828","1987-03-23"
"31980R0241","1980-02-01"
"32006R0512","2006-03-30"
"31999R1015","1999-05-12"
"31988R3454","1988-11-08"
"32008R1179","2008-11-28"
"32016R2213","2016-12-06"
"31977R2818","1977-11-28"
"32001R2603","2001-12-28"
"32012R0129","2012-02-13"
"31981R2606","1981-09-09"
"32003R0137","2003-01-24"
"32006R1383","2006-09-19"
"31990R1240","1990-05-12"
"32017R1110","2017-06-22"
"32000R0274","2000-02-03"
"32015R1223","2015-07-24"
"31965R0097","1965-07-02"
"32012R0239","2012-03-19"
"32000R1701","2000-07-31"
"31995R0102","1995-01-23"
"32000R0091","2000-01-14"
"32002R1411","2002-07-29"
"31968R0051","1968-01-13"
"31988R0447","1988-02-19"
"32009R0336","2009-04-23"
"32005R0360","2005-03-02"
"31986R0022","1986-01-08"
"31969R0888","1969-05-14"
"31985R3373","1985-11-29"
"32012R1264","2012-12-21"
"32006R1314","2006-09-01"
"31999R0571","1999-03-16"
"32014R0313","2014-03-26"
"32009R0577","2009-07-01"
"31984R2129","1984-07-26"
"31995R0343","1995-02-20"
"31990R1858","1990-07-03"
"31976R1494","1976-06-26"
"31966R0173","1966-11-07"
"31969R1513","1969-08-01"
"32002R1787","2002-10-08"
"31979R2200","1979-10-10"
"31978R1741","1978-07-25"
"31983R0516","1983-03-01"
"31992R2098","1992-07-24"
"32009R0109","2009-02-05"
"31976R3024","1976-12-13"
"31977R1490","1977-07-04"
"31994R1308","1994-06-06"
"32003R0507","2003-03-20"
"31976R0606","1976-03-17"
"32012R0379","2012-05-03"
"31989R0442","1989-02-23"
"31991R1380","1991-05-25"
"32001R0245","2001-02-05"
"32000R1894","2000-07-26"
"31987R3351","1987-11-06"
"32000R0603","2000-03-20"
"31991R3113","1991-10-26"
"32001R0902","2001-05-07"
"31999R1774","1999-07-29"
"32014R0236","2014-03-11"
"31985R1815","1985-06-27"
"32004R1683","2004-09-24"
"32002R0976","2002-06-04"
"31988R2180","1988-07-18"
"32014R0656","2014-05-15"
"32013R1289","2013-12-11"
"31992R3949","1992-12-21"
"32013R0678","2013-07-09"
"32012R1024","2012-10-25"
"32003R1228","2003-07-15"
"31994R2843","1994-11-21"
"31989R3427","1989-10-30"
"32000R0176","2000-01-24"
"31986R3128","1986-10-13"
"32006R1338","2006-09-08"
"31985R3783","1985-12-31"
"31992R2080","1992-06-30"
"32014R0230","2014-03-11"
"32016R0792","2016-05-11"
"31991R1534","1991-05-31"
"31988R0691","1988-03-17"
"31992R3561","1992-12-11"
"32012R0499","2012-06-12"
"31991R0564","1991-03-09"
"32008R0122","2008-02-12"
"31979R1415","1979-07-10"
"31985R2133","1985-07-30"
"32005R1837","2005-11-10"
"31982R2213","1982-08-11"
"31992R2103","1992-07-25"
"32001R0066","2001-01-12"
"32009R1146","2009-11-26"
"31987R2340","1987-08-01"
"31985R1923","1985-07-12"
"31966R0055","1966-05-23"
"31997R1028","1997-06-06"
"31977R2417","1977-10-28"
"32004R1726","2004-10-01"
"31973R2745","1973-10-10"
"31982R3390","1982-12-17"
"32007R0459","2007-04-26"
"32006R1258","2006-08-22"
"31978R2521","1978-10-27"
"31994R1938","1994-07-29"
"32011R0719","2011-07-20"
"32010R0197","2010-03-09"
"31984R3291","1984-11-23"
"31973R3331","1973-12-12"
"31969R0454","1969-03-12"
"32007R0525","2007-05-11"
"31974R0923","1974-04-19"
"32015R0358","2015-03-03"
"31996R2009","1996-10-21"
"32012R0047","2012-01-19"
