"celex","date"
"31971R1127","1971-05-31"
"31987R3394","1987-11-13"
"31984R0814","1984-03-30"
"31982R0720","1982-03-31"
"31983R2161","1983-07-29"
"31995R2707","1995-11-22"
"31989R2750","1989-09-12"
"32002R1118","2002-06-26"
"31972R1036","1972-05-18"
"32015R1095","2015-05-05"
"31988R1899","1988-07-01"
"32017R0965","2017-06-08"
"31971R1895","1971-09-01"
"31994R1510","1994-06-30"
"31988R2500","1988-08-09"
"31991R1764","1991-06-21"
"31978R2913","1978-12-13"
"31970R1768","1970-09-01"
"32000R2521","2000-11-16"
"31983R3743","1983-12-31"
"31997R0039","1997-01-10"
"31975R1679","1975-07-01"
"32013R0908","2013-09-20"
"31992R1854","1992-07-08"
"31988R3611","1988-11-22"
"31972R1556","1972-07-21"
"31983R3463","1983-12-08"
"32006R1257","2006-08-21"
"32008R0542","2008-06-16"
"32017R0676","2017-04-10"
"32014R0930","2014-08-28"
"32004R2254","2004-12-27"
"31981R0656","1981-03-14"
"31978R1196","1978-06-02"
"31984R0824","1984-03-31"
"31986R0281","1986-02-05"
"31974R0830","1974-04-09"
"32009R0984","2009-10-21"
"31979R2464","1979-11-09"
"31976R1176","1976-05-19"
"31995R0611","1995-03-21"
"32011R0548","2011-06-06"
"31982R2855","1982-10-28"
"31992R3526","1992-12-08"
"31988R3826","1988-12-12"
"32007R1284","2007-10-30"
"31983R0616","1983-03-18"
"32006R0104","2006-01-20"
"32000R0539","2000-03-13"
"31973R1732","1973-06-30"
"31993R0317","1993-02-09"
"32012R0672","2012-07-16"
"31988R3951","1988-12-11"
"31994R3020","1994-12-06"
"31986R3605","1986-11-24"
"31989R3529","1989-11-23"
"31986R1449","1986-05-13"
"31988R3827","1988-12-08"
"31985R1308","1985-05-23"
"31986R4130","1986-12-22"
"31988R2845","1988-09-16"
"32002R2122","2002-11-29"
"31979R0066","1979-01-17"
"31994R3272","1994-12-27"
"31986R0715","1986-03-06"
"32001R1864","2001-09-21"
"32001R1606","2001-08-06"
"31987R2136","1987-07-17"
"31980R1932","1980-07-18"
"31995R2781","1995-12-01"
"31998R2049","1998-09-25"
"31978R2091","1978-09-05"
"31979R2621","1979-11-28"
"31994R2577","1994-10-24"
"32001R2055","2001-10-19"
"32004R1423","2004-08-06"
"31989R2243","1989-07-28"
"31975R0330","1975-02-12"
"32004R1741","2004-10-07"
"31976R2316","1976-09-25"
"32011R1262","2011-12-05"
"31982R2684","1982-10-07"
"32002R0946","2002-06-03"
"31977R0364","1977-02-24"
"31993R3426","1993-12-14"
"31983R1485","1983-06-08"
"32005R0157","2005-01-31"
"31979R2618","1979-11-28"
"31998R1554","1998-07-17"
"32015R0872","2015-06-05"
"32005R0292","2005-02-21"
"31995R1468","1995-06-27"
"31978R1223","1978-06-07"
"31977R2069","1977-09-21"
"31986R1939","1986-06-25"
"31979R0449","1979-03-07"
"31987R3860","1987-12-22"
"31996R1472","1996-07-25"
"31977R2183","1977-09-30"
"32001R0737","2001-04-11"
"31989R1074","1989-04-27"
"31988R0016","1987-12-30"
"31988R1693","1988-06-16"
"31976R1874","1976-07-31"
"31990R2806","1990-09-29"
"31991R3305","1991-11-14"
"31973R1760","1973-06-30"
"31994R1556","1994-06-30"
"31975R3198","1975-12-06"
"32004R0590","2004-03-30"
"32017R1164","2017-06-22"
"31975R0727","1975-03-21"
"31994R1549","1994-06-30"
"32003R2073","2003-11-26"
"31985R1122","1985-05-01"
"32012R1120","2012-11-29"
"31998R0998","1998-05-13"
"31998R1426","1998-07-03"
"31990R0681","1990-03-22"
"31979R0013","1979-01-04"
"31985R3102","1985-11-08"
"31973R3429","1973-12-21"
"31993R2550","1993-09-17"
"31982R2021","1982-07-23"
"31985R1081","1985-04-25"
"31987R2367","1987-08-05"
"31988R1881","1988-07-01"
"31989R2895","1989-09-27"
"32008R0896","2008-09-15"
"31979R2903","1979-12-20"
"31985R2524","1985-09-06"
"31974R2869","1974-11-15"
"32012R0879","2012-09-26"
"31996R0911","1996-05-22"
"31979R1795","1979-08-10"
"32006R0301","2006-02-20"
"31972R0007","1972-01-04"
"31990R3614","1990-12-15"
"32003R2180","2003-12-05"
"31989R0918","1989-04-10"
"31990R2431","1990-08-21"
"32001R1597","2001-08-02"
"32011R1307","2011-12-14"
"31997R0335","1997-02-25"
"31986R1438","1986-05-15"
"32014R0612","2014-03-11"
"31988R0987","1988-04-15"
"31983R3259","1983-11-18"
"31989R2309","1989-07-29"
"31987R2505","1987-08-18"
"31992R0966","1992-04-20"
"31981R0116","1981-01-08"
"32008R0682","2008-07-17"
"32013R0435","2013-05-07"
"31992R0409","1992-02-20"
"32000R0640","2000-03-27"
"31984R0625","1984-03-08"
"32002R1560","2002-08-30"
"32007R0740","2007-06-28"
"32003R0082","2003-01-17"
"31972R1214","1972-06-09"
"32014R0027","2013-12-19"
"32005R0232","2005-02-10"
"31997R2128","1997-10-29"
"32013R0118","2013-02-08"
"31991R0363","1991-02-15"
"31981R0738","1981-03-23"
"32009R1084","2009-11-11"
"31970R0304","1970-02-19"
"31987R2111","1987-07-20"
"31973R2418","1973-09-05"
"31995R0664","1995-03-28"
"31996R0671","1996-04-12"
"31982R0258","1982-02-04"
"32004R1426","2004-08-09"
"31971R0931","1971-05-06"
"31984R3558","1984-12-19"
"32017R1277","2017-07-14"
"31987R1727","1987-06-22"
"31972R0259","1972-02-04"
"31993R2870","1993-10-21"
"31997R1224","1997-06-30"
"31985R1888","1985-07-08"
"31991R0822","1991-04-03"
"31985R1728","1985-06-26"
"31998R2381","1998-11-04"
"31999R0231","1999-01-29"
"31996R0292","1996-02-15"
"32001R1115","2001-06-06"
"32000R2701","2000-12-11"
"31982R0546","1982-03-08"
"32004R1664","2004-09-23"
"31998R0690","1998-03-27"
"31995R2595","1995-11-07"
"32004R0921","2004-04-29"
"31983R2731","1983-10-01"
"32015R0533","2015-03-30"
"31992R0086","1992-01-16"
"31992R1992","1992-07-18"
"31982R2792","1982-10-19"
"31990R0349","1990-02-09"
"32012R0681","2012-07-24"
"31999R1024","1999-05-18"
"31998R2455","1998-11-13"
"31991R1866","1991-06-28"
"32012R0130","2012-02-15"
"31983R2162","1983-07-29"
"31988R0474","1988-02-18"
"31990R3294","1990-11-16"
"31983R3176","1983-11-11"
"32007R1240","2007-10-24"
"31989R1868","1989-06-28"
"32014R1065","2014-10-07"
"31977R1914","1977-08-25"
"32009R0969","2009-10-16"
"31994R2197","1994-09-09"
"31997R1925","1997-10-02"
"32010R0251","2010-03-24"
"31994R1748","1994-07-16"
"31995R1284","1995-06-06"
"31977R0682","1977-03-31"
"32001R1111","2001-06-05"
"31999R0562","1999-03-15"
"31982R0864","1982-04-15"
"31984R2391","1984-08-21"
"31969R0808","1969-05-01"
"32014R1060","2014-10-08"
"32001R1271","2001-06-27"
"31969R1231","1969-07-02"
"31988R1668","1988-06-16"
"31997R1668","1997-08-26"
"31982R2445","1982-09-09"
"32003R1733","2003-09-30"
"31997R1872","1997-09-26"
"32009R1266","2009-12-16"
"32001R2547","2001-12-21"
"31995R1936","1995-08-03"
"31994R1626","1994-06-27"
"31975R2410","1975-09-16"
"31988R2066","1988-07-11"
"31971R1885","1971-09-01"
"31995R1540","1995-06-29"
"31989R1251","1989-05-03"
"31993R1289","1993-05-27"
"31988R1837","1988-06-22"
"32004R0860","2004-04-29"
"31984R0662","1984-03-13"
"32000R2563","2000-11-20"
"31994R0231","1994-01-24"
"31985R3831","1985-05-20"
"31998R1429","1998-07-03"
"31986R0229","1986-02-01"
"32017R1836","2017-10-10"
"31976R1965","1976-08-07"
"32013R0163","2013-02-21"
"32002R0118","2002-01-23"
"32008R0822","2008-08-18"
"32015R0282","2015-02-20"
"31979R1461","1979-07-14"
"31970R1019","1970-05-29"
"31982R2078","1982-07-28"
"31982R2256","1982-08-14"
"31967R0909","1967-11-28"
"31990R3854","1990-12-29"
"31969R0775","1969-04-26"
"32011R0268","2011-03-18"
"31996R1281","1996-07-03"
"31978R2146","1978-09-14"
"32014R1171","2014-10-31"
"31978R1680","1978-07-17"
"31978R1544","1978-07-04"
"31987R2262","1987-07-29"
"32014R0550","2014-05-20"
"32005R1979","2005-12-05"
"32015R1170","2015-07-16"
"32002R0187","2002-01-31"
"31998R0679","1998-03-26"
"31983R0300","1983-02-05"
"31974R1276","1974-05-23"
"31984R0568","1984-03-03"
"32002R1722","2002-09-27"
"32007R0921","2007-08-01"
"31989R1471","1989-05-30"
"31990R0682","1990-03-22"
"31987R2625","1987-08-31"
"31979R2657","1979-11-30"
"31997R1806","1997-09-18"
"31974R1311","1974-05-29"
"32002R0205","2002-02-01"
"31996R1524","1996-07-30"
"31985R2883","1985-10-17"
"31983R0789","1983-04-05"
"32014R0991","2014-09-19"
"31984R0471","1984-02-24"
"31985R2645","1985-09-20"
"31989R2518","1989-08-18"
"31986R1436","1986-05-15"
"31976R2750","1976-11-13"
"32016R0366","2016-03-14"
"31972R1610","1972-07-28"
"32004R1300","2004-07-15"
"32010R0486","2010-06-03"
"31969R2632","1969-12-29"
"31980R0123","1980-01-23"
"31999R2450","1999-11-18"
"31993R1393","1993-06-04"
"31999R1183","1999-06-08"
"31970R1467","1970-07-20"
"31994R1437","1994-06-23"
"32005R1264","2005-07-28"
"32012R1016","2012-11-06"
"31974R1774","1974-07-09"
"32006R0190","2006-02-02"
"32006R0572","2006-04-06"
"31990R2740","1990-09-27"
"31982R0728","1982-03-31"
"32014R1360","2014-12-18"
"31990R2486","1990-08-30"
"31982R2563","1982-09-21"
"31987R2542","1987-08-26"
"31973R3207","1973-11-27"
"31980R1273","1980-05-23"
"32009R1268","2009-12-21"
"32017R0630","2017-04-03"
"32011R0912","2011-09-12"
"32004R0389","2004-03-01"
"32009R0992","2009-10-22"
"31976R2890","1976-11-30"
"31999R1501","1999-07-08"
"31998R2850","1998-12-30"
"31995R2463","1995-10-23"
"31979R1156","1979-06-14"
"31973R3552","1973-12-21"
"31978R2945","1978-12-14"
"31992R2963","1992-10-14"
"31979R1971","1979-09-08"
"31973R3504","1973-12-18"
"31984R0345","1984-02-10"
"31989R2485","1989-08-14"
"31985R1091","1985-04-27"
"31974R2716","1974-10-26"
"32004R2011","2004-11-25"
"31995R2972","1995-12-19"
"31988R0390","1988-02-12"
"31977R1254","1977-06-14"
"31991R0036","1991-01-08"
"32001R2019","2001-10-15"
"31999R0484","1999-03-04"
"32005R0696","2005-05-03"
"31976R2914","1976-12-01"
"31976R1021","1976-04-30"
"31992R2380","1992-08-14"
"31967R0159","1967-06-23"
"31987R3065","1987-10-14"
"31998R0183","1998-01-23"
"32003R1587","2003-09-11"
"32011R0278","2011-03-21"
"32001R1003","2001-05-23"
"32012R1172","2012-12-03"
"32002R1704","2002-09-26"
"31990R2409","1990-08-14"
"31973R1660","1973-06-23"
"31997R2462","1997-12-10"
"31984R0073","1984-01-13"
"31988R0575","1988-03-01"
"31982R3449","1982-12-23"
"31983R1378","1983-06-01"
"31995R1374","1995-06-16"
"32000R1449","2000-07-03"
"32010R1164","2010-12-09"
"31976R2076","1976-08-23"
"31990R0176","1990-01-26"
"31994R3113","1994-12-20"
"31991R3266","1991-11-07"
"32011R0390","2011-04-19"
"31987R0649","1987-03-03"
"32004R0189","2004-02-02"
"31987R4055","1987-12-22"
"31995R2173","1995-09-13"
"31976R2397","1976-10-01"
"32010R0058","2010-01-21"
"31998R1384","1998-06-30"
"32005R1847","2005-11-11"
"31990R3093","1990-10-27"
"32011R0893","2011-08-22"
"32006R1763","2006-11-30"
"32002R0996","2002-06-11"
"31995R2686","1995-11-21"
"31984R2683","1984-09-21"
"32011R0750","2011-07-29"
"31983R2006","1983-07-18"
"31999R1365","1999-06-25"
"31996R2513","1996-12-23"
"31973R1374","1973-05-24"
"31999R2458","1999-11-19"
"31997R0569","1997-03-26"
"31985R2264","1985-08-08"
"31997R2426","1997-12-04"
"31988R1289","1988-05-11"
"32016R0773","2016-05-18"
"31992R2137","1992-07-23"
"32011R0871","2011-08-26"
"32001R1725","2001-07-23"
"31997R0551","1997-03-24"
"31990R1056","1990-04-27"
"31995R1982","1995-06-29"
"31985R0931","1985-04-02"
"31988R3322","1988-10-14"
"31986R3529","1986-11-17"
"31991R1382","1991-05-21"
"31991R3402","1991-11-19"
"31989R3709","1989-12-04"
"31998R1572","1998-07-17"
"32001R2264","2001-11-21"
"31997R0802","1997-04-29"
"32004R2182","2004-12-06"
"32001R0973","2001-05-14"
"31994R0388","1994-02-23"
"31968R1531","1968-10-02"
"31977R0818","1977-04-22"
"32008R0621","2008-06-30"
"32008R0846","2008-08-28"
"31996R1651","1996-08-16"
"31999R0483","1999-03-04"
"31980R0460","1980-02-18"
"31995R2559","1995-10-31"
"32015R1373","2015-08-05"
"31988R0455","1988-02-18"
"31994R0577","1994-03-16"
"31990R3009","1990-10-18"
"32003R0357","2003-02-27"
"31981R3651","1981-12-18"
"32005R0451","2005-03-18"
"31978R1221","1978-06-08"
"31998R0074","1998-01-12"
"31998R1455","1998-07-08"
"31972R2375","1972-11-15"
"31971R1377","1971-07-01"
"31986R2948","1986-09-25"
"31989R0526","1989-03-01"
"32003R0904","2003-05-22"
"31967R0274","1967-07-11"
"32008R1268","2008-12-12"
"31997R0244","1997-02-10"
"31991R2475","1991-08-15"
"31984R2903","1984-10-18"
"31977R1529","1977-07-08"
"31988R1515","1988-05-31"
"32006R0949","2006-06-27"
"31997R1960","1997-10-09"
"31990R3256","1990-11-10"
"32007R0841","2007-07-17"
"31973R1419","1973-05-30"
"32008R1143","2008-11-13"
"31997R0239","1997-02-10"
"31998R2509","1998-11-20"
"32016R0349","2016-03-10"
"32004R1871","2004-10-28"
"31991R0510","1991-03-01"
"31992R3306","1992-11-17"
"31990R1562","1990-06-07"
"32000R0140","2000-01-20"
"31999R0267","1999-02-04"
"32003R0493","2003-03-18"
"31975R1093","1975-04-28"
"32001R0583","2001-03-26"
"31984R0723","1984-03-21"
"32013R0062","2013-01-23"
"31992R1121","1992-05-01"
"32002R1047","2002-06-14"
"31982R2623","1982-10-01"
"32008R0303","2008-04-02"
"31990R3626","1990-12-17"
"31993R0531","1993-03-10"
"31977R2543","1977-11-19"
"31976R0443","1976-02-28"
"31993R2621","1993-09-23"
"31995R0315","1995-02-15"
"32014R0829","2014-07-30"
"32002R0675","2002-04-18"
"31988R1320","1988-05-17"
"31993R2611","1993-09-23"
"31980R1700","1980-06-30"
"31981R1398","1981-05-26"
"32001R0503","2001-03-14"
"31999R1608","1999-07-22"
"31998R2346","1998-10-29"
"32004R0150","2004-01-27"
"32005R1883","2005-11-17"
"32014R0198","2014-02-28"
"32017R0243","2017-02-10"
"31993R2704","1993-10-01"
"32005R2124","2005-12-22"
"31980R0451","1980-02-22"
"31992R3053","1992-10-23"
"31983R2250","1983-08-08"
"31980R1317","1980-05-28"
"32000R2631","2000-11-30"
"31977R0468","1977-03-08"
"31977R2620","1977-11-29"
"31996R1390","1996-07-17"
"31999R1542","1999-07-14"
"31986R2826","1986-09-11"
"31993R2430","1993-09-01"
"32008R0929","2008-09-22"
"31975R2942","1975-11-11"
"31988R3211","1988-10-20"
"31986R0840","1986-03-22"
"31997R2301","1997-11-20"
"31997R0107","1997-01-22"
"32012R0293","2012-04-03"
"31991R0714","1991-03-22"
"31968R0867","1968-06-28"
"32003R0494","2003-03-18"
"32002R0932","2002-05-31"
"31967R0165","1967-06-26"
"31996R0737","1996-04-24"
"32007R1534","2007-12-20"
"31982R2731","1982-10-13"
"32002R1505","2002-08-22"
"32005R1416","2005-08-26"
"32005R1908","2005-11-23"
"31990R1106","1990-04-18"
"31997R1717","1997-09-03"
"32010R0888","2010-10-07"
"31987R3913","1987-12-21"
"31972R2569","1972-12-08"
"31996R0740","1996-04-24"
"31980R2344","1980-09-08"
"31989R1622","1989-06-08"
"31983R0691","1983-03-26"
"31993R2288","1993-08-17"
"32003R0920","2003-05-26"
"31991R1814","1991-06-28"
"31980R1197","1980-05-12"
"31992R1030","1992-04-28"
"31990R2675","1990-09-18"
"31983R1141","1983-05-11"
"32009R1203","2009-12-09"
"31986R0130","1986-01-22"
"32012R0753","2012-08-14"
"31997R1594","1997-08-06"
"31978R2693","1978-11-18"
"31974R0986","1974-04-26"
"31986R2071","1986-07-02"
"31979R0592","1979-03-26"
"31972R0387","1972-02-25"
"31974R2850","1974-11-15"
"31973R2982","1973-11-01"
"31992R1001","1992-04-27"
"31983R3560","1983-12-12"
"32012R0622","2012-07-11"
"32017R1353","2017-05-19"
"31994R2815","1994-11-18"
"31977R0012","1977-01-06"
"31979R2823","1979-12-15"
"31999R1027","1999-05-19"
"32017R0613","2017-03-30"
"31979R2092","1979-09-28"
"31976R2220","1976-09-13"
"31979R1017","1979-05-22"
"31981R1505","1981-06-05"
"31994R0591","1994-03-17"
"32005R1262","2005-08-01"
"31989R0846","1989-04-01"
"32001R1839","2001-09-19"
"31976R2072","1976-08-24"
"31999R0743","1999-04-08"
"32006R1675","2006-11-13"
"31988R1762","1988-06-23"
"31975R2133","1975-08-15"
"31982R3259","1982-12-04"
"31975R1700","1975-07-03"
"32002R0629","2002-04-11"
"32017R1902","2017-10-18"
"31992R0904","1992-04-09"
"31970R2530","1970-12-14"
"32007R0218","2007-02-28"
"31975R2395","1975-09-20"
"31977R1270","1977-06-14"
"31989R3083","1989-10-14"
"31995R0553","1995-03-13"
"31982R2513","1982-09-17"
"31992R2882","1992-10-02"
"32007R0627","2007-06-06"
"31976R2971","1976-12-07"
"31989R1828","1989-06-24"
"31981R1245","1981-05-09"
"31993R0080","1993-01-19"
"31994R1797","1994-07-18"
"32002R2372","2002-12-20"
"31994R1291","1994-05-30"
"32000R1059","2000-05-18"
"31993R0579","1993-03-08"
"31984R1275","1984-05-07"
"32006R1667","2006-11-07"
"31984R3389","1984-10-03"
"31993R1565","1993-06-14"
"32010R0768","2010-08-26"
"32002R1531","2002-08-14"
"31979R2746","1979-12-07"
"31972R0209","1972-02-01"
"32003R1052","2003-06-19"
"31990R0611","1990-03-15"
"31992R3328","1992-11-18"
"31989R0500","1989-02-28"
"31971R2620","1971-12-10"
"31989R2630","1989-08-31"
"32017R0685","2017-04-11"
"31978R0657","1978-04-04"
"31997R1334","1997-07-10"
"31996R0943","1996-05-28"
"31988R3022","1988-10-01"
"31975R0440","1975-02-25"
"31999R1748","1999-08-05"
"32011R0558","2011-06-09"
"31981R2798","1981-09-28"
"32001R2383","2001-12-06"
"31984R2828","1984-10-06"
"32014R0900","2014-07-15"
"32010R0420","2010-05-12"
"31990R0484","1990-02-28"
"31982R1003","1982-05-01"
"32003R0705","2003-04-22"
"31997R0727","1997-04-24"
"31984R0252","1984-02-01"
"31999R1548","1999-07-15"
"31978R0068","1978-01-14"
"31989R3338","1989-11-08"
"31991R0443","1991-02-26"
"31975R0603","1975-03-08"
"31984R2888","1984-10-13"
"31978R2129","1978-09-09"
"31976R2860","1976-11-23"
"32015R1485","2015-09-02"
"31973R3115","1973-11-17"
"31986R1044","1986-04-11"
"31988R0244","1988-01-29"
"31987R3362","1987-11-10"
"31985R3689","1985-12-28"
"31970R0984","1970-05-29"
"31982R1121","1982-05-13"
"32002R0045","2002-01-10"
"32003R0765","2003-04-30"
"31989R0913","1989-04-10"
"32008R0344","2008-04-17"
"31987R1789","1987-06-27"
"31985R2457","1985-08-31"
"32006R0132","2006-01-26"
"31970R2262","1970-11-10"
"32012R0979","2012-10-25"
"31979R1061","1979-06-01"
"31981R3400","1981-11-30"
"31976R1950","1976-08-06"
"32011R0742","2011-07-27"
"31977R1073","1977-05-17"
"31997R0140","1997-01-27"
"31999R0599","1999-03-18"
"31973R0146","1973-01-24"
"32000R2334","2000-10-20"
"31978R1836","1978-07-27"
"32015R0403","2015-03-11"
"31975R3062","1975-11-26"
"32009R1196","2009-12-04"
"31983R3613","1983-12-19"
"32011R0523","2011-05-26"
"31978R0729","1978-04-12"
"31996R0319","1996-02-21"
"31975R0560","1975-03-05"
"31985R1756","1985-06-27"
"31989R3597","1989-12-01"
"31993R0384","1993-02-19"
"32001R0179","2001-01-29"
"31987R2652","1987-09-02"
"31993R3137","1993-11-13"
"31988R2773","1988-09-08"
"32014R0634","2014-06-13"
"31993R3173","1993-11-18"
"31976R0579","1976-03-15"
"31993R1680","1993-07-01"
"31984R2011","1984-07-13"
"31971R0162","1971-01-28"
"31970R2033","1970-10-10"
"31994R2817","1994-11-19"
"31994R2829","1994-11-22"
"31982R3264","1982-12-03"
"31988R0435","1988-02-16"
"31979R0107","1979-01-23"
"31978R0898","1978-04-29"
"31996R2060","1996-10-28"
"31990R1244","1990-05-08"
"31986R2173","1986-07-11"
"31985R0948","1985-04-12"
"31994R2557","1994-10-19"
"31991R0464","1991-02-27"
"31988R0587","1988-03-03"
"31986R0368","1986-02-19"
"31985R0071","1985-01-11"
"31993R0307","1993-02-12"
"31969R0869","1969-05-10"
"31976R0930","1976-04-23"
"32000R0179","2000-01-26"
"32005R1076","2005-07-07"
"31997R1000","1997-06-03"
"31972R1518","1972-07-15"
"31986R1921","1986-06-21"
"31991R3430","1991-11-27"
"31997R1441","1997-07-23"
"32006R0920","2006-06-21"
"31973R1659","1973-06-23"
"31970R0916","1970-05-22"
"32016R1853","2016-10-19"
"32001R0671","2001-03-30"
"31985R2368","1985-08-21"
"31976R1166","1976-05-17"
"32001R1623","2001-08-08"
"31970R1316","1970-07-04"
"31985R3352","1985-11-30"
"31996R1150","1996-06-26"
"31992R0449","1992-02-27"
"31978R0733","1978-04-12"
"32005R2127","2005-12-22"
"31978R1696","1978-07-20"
"31982R2447","1982-09-09"
"31999R0692","1999-03-30"
"31973R1847","1973-07-11"
"32008R1061","2008-10-28"
"31988R1448","1988-05-28"
"31990R2372","1990-08-14"
"31979R2245","1979-10-12"
"31976R1307","1976-06-04"
"31986R0803","1986-03-18"
"31987R1133","1987-04-25"
"31977R1554","1977-07-13"
"31979R1385","1979-07-03"
"32001R1692","2001-08-23"
"32014R0503","2014-05-08"
"32005R1778","2005-10-28"
"31987R0901","1987-03-30"
"31988R1428","1988-05-27"
"31974R3314","1974-12-31"
"31994R0420","1994-02-26"
"31991R3714","1991-12-20"
"31970R1772","1970-09-01"
"31986R0303","1986-02-13"
"31973R2419","1973-09-03"
"31993R1002","1993-04-27"
"31997R0297","1997-02-19"
"31978R2996","1978-12-21"
"31985R3684","1985-12-28"
"31998R0976","1998-05-08"
"32014R0665","2014-03-11"
"31987R3667","1987-12-09"
"31999R0778","1999-04-15"
"31977R1322","1977-06-21"
"31988R2604","1988-08-20"
"32005R0501","2005-03-31"
"31991R2640","1991-09-04"
"32007R0836","2007-07-10"
"31994R3206","1994-12-22"
"31987R2767","1987-09-17"
"31986R1124","1986-04-18"
"31995R2374","1995-10-10"
"31975R0247","1975-02-01"
"31987R2611","1987-09-01"
"31992R1330","1992-05-25"
"31998R0082","1998-01-13"
"32001R0823","2001-04-24"
"31993R2861","1993-10-18"
"31995R1528","1995-06-29"
"31991R0296","1991-02-04"
"32007R0691","2007-06-18"
"31984R1039","1984-04-10"
"31996R1877","1996-09-27"
"31985R3518","1985-12-12"
"31994R3162","1994-12-19"
"32002R2056","2002-11-05"
"31984R0706","1984-03-16"
"31977R2910","1977-12-19"
"31991R2155","1991-06-20"
"31987R0230","1987-01-26"
"31995R3057","1995-12-22"
"31982R2330","1982-08-26"
"31967R0770","1967-10-28"
"32008R1199","2008-12-01"
"31989R3713","1989-12-13"
"31989R3948","1989-12-20"
"31986R0858","1986-03-25"
"32005R2126","2005-12-22"
"31991R2786","1991-09-23"
"31970R1659","1970-08-15"
"31987R3516","1987-11-24"
"32015R1176","2015-07-17"
"32005R1331","2005-08-11"
"31985R2574","1985-09-12"
"31970R0043","1970-01-10"
"32012R0351","2012-04-23"
"31993R1307","1993-05-29"
"31983R2353","1983-08-19"
"31997R1763","1997-09-11"
"31968R1233","1968-08-15"
"32012R0404","2012-05-10"
"31978R1023","1978-05-19"
"31987R0897","1987-03-31"
"31988R3529","1988-11-14"
"31972R1768","1972-08-15"
"31984R1740","1984-06-22"
"31969R0722","1969-04-19"
"31973R0423","1973-02-05"
"32002R0825","2002-05-16"
"31994R2352","1994-09-29"
"31997R1370","1997-07-16"
"31975R2766","1975-10-29"
"32011R0480","2011-05-18"
"32000R2382","2000-10-26"
"31975R1472","1975-06-09"
"31968R1479","1968-09-26"
"32000R2115","2000-10-05"
"32002R1352","2002-07-25"
"31993R3594","1993-12-28"
"31997R0566","1997-03-26"
"32010R0648","2010-07-22"
"31971R2703","1971-12-21"
"31972R0380","1972-02-25"
"31970R2230","1970-11-03"
"32007R0146","2007-02-15"
"32011R0106","2011-02-07"
"31997R0184","1997-01-31"
"31992R2390","1992-08-15"
"31984R3033","1984-10-31"
"31988R3184","1988-10-18"
"31978R0508","1978-03-07"
"31997R1559","1997-08-01"
"31973R1855","1973-07-11"
"31994R3133","1994-12-21"
"32015R1113","2015-05-06"
"32006R2010","2006-12-27"
"31974R2426","1974-09-27"
"31973R1185","1973-05-08"
"31977R2782","1977-12-15"
"32011R0889","2011-09-05"
"31990R3820","1990-12-19"
"31998R2632","1998-12-08"
"31975R1285","1975-05-23"
"32001R1853","2001-09-20"
"32015R0881","2015-06-08"
"31968R1903","1968-11-29"
"32001R2434","2001-12-13"
"31999R1761","1999-08-09"
"31990R2679","1990-09-19"
"31988R1980","1988-07-05"
"32008R0643","2008-07-07"
"31981R3730","1981-12-21"
"31991R1843","1991-07-01"
"31972R0833","1972-04-25"
"31988R1018","1988-04-19"
"31979R2020","1979-09-14"
"31989R3644","1989-12-06"
"31979R2754","1979-12-03"
"31993R1504","1993-06-19"
"31969R0882","1969-05-13"
"31989R2994","1989-10-05"
"32006R0184","2006-02-02"
"32002R0566","2002-04-02"
"31976R2259","1976-09-17"
"32016R1794","2016-10-10"
"31985R2513","1985-09-05"
"32017R0644","2017-04-05"
"31977R1088","1977-05-25"
"32006R0902","2006-06-19"
"31987R2845","1987-09-25"
"32013R0332","2013-04-10"
"32015R1529","2015-09-11"
"31989R2907","1989-09-29"
"32004R1316","2004-07-16"
"31986R0177","1986-01-29"
"31976R1637","1976-07-07"
"32008R0032","2008-01-17"
"31989R3914","1989-12-20"
"32001R1529","2001-07-26"
"31980R3558","1980-12-16"
"31984R0315","1984-02-08"
"31975R0280","1975-02-05"
"32006R1670","2006-11-10"
"31982R2859","1982-10-28"
"32000R2016","2000-09-25"
"31987R0309","1987-01-31"
"31975R3030","1975-11-21"
"31987R3342","1987-11-07"
"31985R0017","1985-01-04"
"32011R1179","2011-11-17"
"31987R1788","1987-06-27"
"31989R2289","1989-07-27"
"31999R1839","1999-08-25"
"32004R1358","2004-07-27"
"31985R2749","1985-10-01"
"31999R0546","1999-03-12"
"32015R1950","2015-10-26"
"31978R3113","1978-12-30"
"32010R0189","2010-03-05"
"31981R1240","1981-05-09"
"31990R1487","1990-05-31"
"31987R0202","1987-01-24"
"31989R0311","1989-02-08"
"32003R0072","2003-01-16"
"31993R0553","1993-03-11"
"31979R0573","1979-03-26"
"32004R0013","2003-12-08"
"31992R2451","1992-08-25"
"32017R0662","2017-04-06"
"32016R1808","2016-10-12"
"31979R1905","1979-08-31"
"31995R1365","1995-06-15"
"31981R3258","1981-10-19"
"32017R0881","2017-05-23"
"31977R0202","1977-02-01"
"32005R0471","2005-03-23"
"31970R0016","1970-01-08"
"32017R0968","2017-06-08"
"31973R1407","1973-05-29"
"32002R0824","2002-05-16"
"31970R1471","1970-07-20"
"32010R0997","2010-11-05"
"32007R0790","2007-07-04"
"31987R1759","1987-06-25"
"32009R1039","2009-11-03"
"32006R1014","2006-07-04"
"32013R1142","2013-11-12"
"31982R0522","1982-03-06"
"31995R0417","1995-02-27"
"31974R1771","1974-07-10"
"31988R1465","1988-05-28"
